"","Channel 3 Last (C)","Channel 3 Ave. (C)","Channel 3 Min. (C)","Channel 3 Max. (C)","Channel 7 Last (C)","Channel 7 Ave. (C)","Channel 7 Min. (C)","Channel 7 Max. (C)"
"00:00:29","24.435","24.435","24.435","24.435","24.487","24.487","24.487","24.487"
"00:00:30","24.458","24.458","24.458","24.458","24.542","24.542","24.542","24.542"
"00:00:31","24.517","24.517","24.517","24.517","24.623","24.623","24.623","24.623"
"00:00:32","24.561","24.561","24.561","24.561","24.697","24.697","24.697","24.697"
"00:00:33","24.594","24.594","24.594","24.594","24.752","24.752","24.752","24.752"
"00:00:34","24.653","24.653","24.653","24.653","24.837","24.837","24.837","24.837"
"00:00:35","24.679","24.679","24.679","24.679","24.889","24.889","24.889","24.889"
"00:00:36","24.716","24.716","24.716","24.716","24.959","24.959","24.959","24.959"
"00:00:37","24.764","24.764","24.764","24.764","25.044","25.044","25.044","25.044"
"00:00:38","24.816","24.816","24.816","24.816","25.118","25.118","25.118","25.118"
"00:00:39","24.864","24.864","24.864","24.864","25.180","25.180","25.180","25.180"
"00:00:40","24.916","24.916","24.916","24.916","25.258","25.258","25.258","25.258"
"00:00:41","24.942","24.942","24.942","24.942","25.321","25.321","25.321","25.321"
"00:00:42","24.993","24.993","24.993","24.993","25.380","25.380","25.380","25.380"
"00:00:43","25.038","25.038","25.038","25.038","25.465","25.465","25.465","25.465"
"00:00:44","25.082","25.082","25.082","25.082","25.531","25.531","25.531","25.531"
"00:00:45","25.130","25.130","25.130","25.130","25.597","25.597","25.597","25.597"
"00:00:46","25.182","25.182","25.182","25.182","25.679","25.679","25.679","25.679"
"00:00:47","25.223","25.223","25.223","25.223","25.745","25.745","25.745","25.745"
"00:00:48","25.252","25.252","25.252","25.252","25.808","25.808","25.808","25.808"
"00:00:49","25.311","25.311","25.311","25.311","25.889","25.889","25.889","25.889"
"00:00:50","25.356","25.356","25.356","25.356","25.952","25.952","25.952","25.952"
"00:00:51","25.396","25.396","25.396","25.396","26.031","26.031","26.031","26.031"
"00:00:52","25.448","25.448","25.448","25.448","26.103","26.103","26.103","26.103"
"00:00:53","25.489","25.489","25.489","25.489","26.162","26.162","26.162","26.162"
"00:00:54","25.529","25.529","25.529","25.529","26.232","26.232","26.232","26.232"
"00:00:55","25.574","25.574","25.574","25.574","26.302","26.302","26.302","26.302"
"00:00:56","25.618","25.618","25.618","25.618","26.369","26.369","26.369","26.369"
"00:00:57","25.662","25.662","25.662","25.662","26.439","26.439","26.439","26.439"
"00:00:58","25.710","25.710","25.710","25.710","26.527","26.527","26.527","26.527"
"00:00:59","25.758","25.758","25.758","25.758","26.590","26.590","26.590","26.590"
"00:01:00","25.803","25.803","25.803","25.803","26.645","26.645","26.645","26.645"
"00:01:01","25.840","25.840","25.840","25.840","26.716","26.716","26.716","26.716"
"00:01:02","25.891","25.891","25.891","25.891","26.789","26.789","26.789","26.789"
"00:01:03","25.934","25.934","25.934","25.934","26.859","26.859","26.859","26.859"
"00:01:04","25.980","25.980","25.980","25.980","26.933","26.933","26.933","26.933"
"00:01:05","26.025","26.025","26.025","26.025","26.992","26.992","26.992","26.992"
"00:01:06","26.062","26.062","26.062","26.062","27.048","27.048","27.048","27.048"
"00:01:07","26.113","26.113","26.113","26.113","27.125","27.125","27.125","27.125"
"00:01:08","26.158","26.158","26.158","26.158","27.184","27.184","27.184","27.184"
"00:01:09","26.195","26.195","26.195","26.195","27.258","27.258","27.258","27.258"
"00:01:10","26.254","26.254","26.254","26.254","27.346","27.346","27.346","27.346"
"00:01:11","26.294","26.294","26.294","26.294","27.409","27.409","27.409","27.409"
"00:01:12","26.331","26.331","26.331","26.331","27.472","27.472","27.472","27.472"
"00:01:13","26.383","26.383","26.383","26.383","27.542","27.542","27.542","27.542"
"00:01:14","26.420","26.420","26.420","26.420","27.594","27.594","27.594","27.594"
"00:01:15","26.461","26.461","26.461","26.461","27.664","27.664","27.664","27.664"
"00:01:16","26.520","26.520","26.520","26.520","27.745","27.745","27.745","27.745"
"00:01:17","26.568","26.568","26.568","26.568","27.808","27.808","27.808","27.808"
"00:01:18","26.594","26.594","26.594","26.594","27.852","27.852","27.852","27.852"
"00:01:19","26.657","26.657","26.657","26.657","27.945","27.945","27.945","27.945"
"00:01:20","26.694","26.694","26.694","26.694","27.989","27.989","27.989","27.989"
"00:01:21","26.731","26.731","26.731","26.731","28.055","28.055","28.055","28.055"
"00:01:22","26.794","26.794","26.794","26.794","28.137","28.137","28.137","28.137"
"00:01:23","26.827","26.827","26.827","26.827","28.196","28.196","28.196","28.196"
"00:01:24","26.875","26.875","26.875","26.875","28.247","28.247","28.247","28.247"
"00:01:25","26.923","26.923","26.923","26.923","28.332","28.332","28.332","28.332"
"00:01:26","26.964","26.964","26.964","26.964","28.388","28.388","28.388","28.388"
"00:01:27","27.001","27.001","27.001","27.001","28.451","28.451","28.451","28.451"
"00:01:28","27.060","27.060","27.060","27.060","28.528","28.528","28.528","28.528"
"00:01:29","27.097","27.097","27.097","27.097","28.591","28.591","28.591","28.591"
"00:01:30","27.130","27.130","27.130","27.130","28.639","28.639","28.639","28.639"
"00:01:31","27.186","27.186","27.186","27.186","28.727","28.727","28.727","28.727"
"00:01:32","27.223","27.223","27.223","27.223","28.772","28.772","28.772","28.772"
"00:01:33","27.267","27.267","27.267","27.267","28.834","28.834","28.834","28.834"
"00:01:34","27.322","27.322","27.322","27.322","28.905","28.905","28.905","28.905"
"00:01:35","27.363","27.363","27.363","27.363","28.971","28.971","28.971","28.971"
"00:01:36","27.400","27.400","27.400","27.400","29.038","29.038","29.038","29.038"
"00:01:37","27.456","27.456","27.456","27.456","29.097","29.097","29.097","29.097"
"00:01:38","27.493","27.493","27.493","27.493","29.163","29.163","29.163","29.163"
"00:01:39","27.542","27.542","27.542","27.542","29.237","29.237","29.237","29.237"
"00:01:40","27.585","27.585","27.585","27.585","29.300","29.300","29.300","29.300"
"00:01:41","27.626","27.626","27.626","27.626","29.355","29.355","29.355","29.355"
"00:01:42","27.674","27.674","27.674","27.674","29.418","29.418","29.418","29.418"
"00:01:43","27.729","27.729","27.729","27.729","29.492","29.492","29.492","29.492"
"00:01:44","27.759","27.759","27.759","27.759","29.540","29.540","29.540","29.540"
"00:01:45","27.792","27.792","27.792","27.792","29.591","29.591","29.591","29.591"
"00:01:46","27.840","27.840","27.840","27.840","29.672","29.672","29.672","29.672"
"00:01:47","27.888","27.888","27.888","27.888","29.732","29.732","29.732","29.732"
"00:01:48","27.918","27.918","27.918","27.918","29.776","29.776","29.776","29.776"
"00:01:49","27.955","27.955","27.955","27.955","29.839","29.839","29.839","29.839"
"00:01:50","27.996","27.996","27.996","27.996","29.887","29.887","29.887","29.887"
"00:01:51","28.036","28.036","28.036","28.036","29.946","29.946","29.946","29.946"
"00:01:52","28.088","28.088","28.088","28.088","30.016","30.016","30.016","30.016"
"00:01:53","28.140","28.140","28.140","28.140","30.078","30.078","30.078","30.078"
"00:01:54","28.162","28.162","28.162","28.162","30.118","30.118","30.118","30.118"
"00:01:55","28.218","28.218","28.218","28.218","30.192","30.192","30.192","30.192"
"00:01:56","28.255","28.255","28.255","28.255","30.243","30.243","30.243","30.243"
"00:01:57","28.299","28.299","28.299","28.299","30.290","30.290","30.290","30.290"
"00:01:58","28.354","28.354","28.354","28.354","30.374","30.374","30.374","30.374"
"00:01:59","28.395","28.395","28.395","28.395","30.426","30.426","30.426","30.426"
"00:02:00","28.432","28.432","28.432","28.432","30.469","30.469","30.469","30.469"
"00:02:01","28.477","28.477","28.477","28.477","30.543","30.543","30.543","30.543"
"00:02:02","28.521","28.521","28.521","28.521","30.583","30.583","30.583","30.583"
"00:02:03","28.554","28.554","28.554","28.554","30.631","30.631","30.631","30.631"
"00:02:04","28.606","28.606","28.606","28.606","30.707","30.707","30.707","30.707"
"00:02:05","28.650","28.650","28.650","28.650","30.766","30.766","30.766","30.766"
"00:02:06","28.676","28.676","28.676","28.676","30.806","30.806","30.806","30.806"
"00:02:07","28.739","28.739","28.739","28.739","30.876","30.876","30.876","30.876"
"00:02:08","28.772","28.772","28.772","28.772","30.927","30.927","30.927","30.927"
"00:02:09","28.809","28.809","28.809","28.809","30.974","30.974","30.974","30.974"
"00:02:10","28.865","28.865","28.865","28.865","31.037","31.037","31.037","31.037"
"00:02:11","28.895","28.895","28.895","28.895","31.084","31.084","31.084","31.084"
"00:02:12","28.943","28.943","28.943","28.943","31.135","31.135","31.135","31.135"
"00:02:13","28.980","28.980","28.980","28.980","31.190","31.190","31.190","31.190"
"00:02:14","29.013","29.013","29.013","29.013","31.241","31.241","31.241","31.241"
"00:02:15","29.050","29.050","29.050","29.050","31.293","31.293","31.293","31.293"
"00:02:16","29.105","29.105","29.105","29.105","31.358","31.358","31.358","31.358"
"00:02:17","29.128","29.128","29.128","29.128","31.392","31.392","31.392","31.392"
"00:02:18","29.168","29.168","29.168","29.168","31.439","31.439","31.439","31.439"
"00:02:19","29.231","29.231","29.231","29.231","31.505","31.505","31.505","31.505"
"00:02:20","29.261","29.261","29.261","29.261","31.553","31.553","31.553","31.553"
"00:02:21","29.294","29.294","29.294","29.294","31.593","31.593","31.593","31.593"
"00:02:22","29.342","29.342","29.342","29.342","31.655","31.655","31.655","31.655"
"00:02:23","29.387","29.387","29.387","29.387","31.695","31.695","31.695","31.695"
"00:02:24","29.420","29.420","29.420","29.420","31.754","31.754","31.754","31.754"
"00:02:25","29.461","29.461","29.461","29.461","31.805","31.805","31.805","31.805"
"00:02:26","29.505","29.505","29.505","29.505","31.867","31.867","31.867","31.867"
"00:02:27","29.531","29.531","29.531","29.531","31.897","31.897","31.897","31.897"
"00:02:28","29.594","29.594","29.594","29.594","31.952","31.952","31.952","31.952"
"00:02:29","29.631","29.631","29.631","29.631","32.003","32.003","32.003","32.003"
"00:02:30","29.661","29.661","29.661","29.661","32.047","32.047","32.047","32.047"
"00:02:31","29.705","29.705","29.705","29.705","32.098","32.098","32.098","32.098"
"00:02:32","29.735","29.735","29.735","29.735","32.149","32.149","32.149","32.149"
"00:02:33","29.776","29.776","29.776","29.776","32.190","32.190","32.190","32.190"
"00:02:34","29.820","29.820","29.820","29.820","32.248","32.248","32.248","32.248"
"00:02:35","29.868","29.868","29.868","29.868","32.289","32.289","32.289","32.289"
"00:02:36","29.898","29.898","29.898","29.898","32.318","32.318","32.318","32.318"
"00:02:37","29.938","29.938","29.938","29.938","32.369","32.369","32.369","32.369"
"00:02:38","29.975","29.975","29.975","29.975","32.420","32.420","32.420","32.420"
"00:02:39","30.009","30.009","30.009","30.009","32.461","32.461","32.461","32.461"
"00:02:40","30.049","30.049","30.049","30.049","32.523","32.523","32.523","32.523"
"00:02:41","30.089","30.089","30.089","30.089","32.570","32.570","32.570","32.570"
"00:02:42","30.130","30.130","30.130","30.130","32.618","32.618","32.618","32.618"
"00:02:43","30.177","30.177","30.177","30.177","32.680","32.680","32.680","32.680"
"00:02:44","30.214","30.214","30.214","30.214","32.717","32.717","32.717","32.717"
"00:02:45","30.251","30.251","30.251","30.251","32.753","32.753","32.753","32.753"
"00:02:46","30.295","30.295","30.295","30.295","32.812","32.812","32.812","32.812"
"00:02:47","30.331","30.331","30.331","30.331","32.856","32.856","32.856","32.856"
"00:02:48","30.368","30.368","30.368","30.368","32.904","32.904","32.904","32.904"
"00:02:49","30.423","30.423","30.423","30.423","32.955","32.955","32.955","32.955"
"00:02:50","30.438","30.438","30.438","30.438","32.977","32.977","32.977","32.977"
"00:02:51","30.474","30.474","30.474","30.474","33.032","33.032","33.032","33.032"
"00:02:52","30.526","30.526","30.526","30.526","33.087","33.087","33.087","33.087"
"00:02:53","30.566","30.566","30.566","30.566","33.127","33.127","33.127","33.127"
"00:02:54","30.603","30.603","30.603","30.603","33.171","33.171","33.171","33.171"
"00:02:55","30.639","30.639","30.639","30.639","33.211","33.211","33.211","33.211"
"00:02:56","30.665","30.665","30.665","30.665","33.248","33.248","33.248","33.248"
"00:02:57","30.705","30.705","30.705","30.705","33.285","33.285","33.285","33.285"
"00:02:58","30.760","30.760","30.760","30.760","33.336","33.336","33.336","33.336"
"00:02:59","30.797","30.797","30.797","30.797","33.376","33.376","33.376","33.376"
"00:03:00","30.830","30.830","30.830","30.830","33.435","33.435","33.435","33.435"
"00:03:01","30.870","30.870","30.870","30.870","33.479","33.479","33.479","33.479"
"00:03:02","30.914","30.914","30.914","30.914","33.512","33.512","33.512","33.512"
"00:03:03","30.940","30.940","30.940","30.940","33.578","33.578","33.578","33.578"
"00:03:04","30.987","30.987","30.987","30.987","33.603","33.603","33.603","33.603"
"00:03:05","31.028","31.028","31.028","31.028","33.655","33.655","33.655","33.655"
"00:03:06","31.057","31.057","31.057","31.057","33.684","33.684","33.684","33.684"
"00:03:07","31.101","31.101","31.101","31.101","33.732","33.732","33.732","33.732"
"00:03:08","31.141","31.141","31.141","31.141","33.772","33.772","33.772","33.772"
"00:03:09","31.182","31.182","31.182","31.182","33.809","33.809","33.809","33.809"
"00:03:10","31.229","31.229","31.229","31.229","33.867","33.867","33.867","33.867"
"00:03:11","31.259","31.259","31.259","31.259","33.911","33.911","33.911","33.911"
"00:03:12","31.288","31.288","31.288","31.288","33.937","33.937","33.937","33.937"
"00:03:13","31.336","31.336","31.336","31.336","33.992","33.992","33.992","33.992"
"00:03:14","31.365","31.365","31.365","31.365","34.032","34.032","34.032","34.032"
"00:03:15","31.402","31.402","31.402","31.402","34.070","34.070","34.070","34.070"
"00:03:16","31.453","31.453","31.453","31.453","34.116","34.116","34.116","34.116"
"00:03:17","31.475","31.475","31.475","31.475","34.153","34.153","34.153","34.153"
"00:03:18","31.514","31.514","31.514","31.514","34.190","34.190","34.190","34.190"
"00:03:19","31.552","31.552","31.552","31.552","34.234","34.234","34.234","34.234"
"00:03:20","31.592","31.592","31.592","31.592","34.267","34.267","34.267","34.267"
"00:03:21","31.629","31.629","31.629","31.629","34.307","34.307","34.307","34.307"
"00:03:22","31.666","31.666","31.666","31.666","34.344","34.344","34.344","34.344"
"00:03:23","31.699","31.699","31.699","31.699","34.384","34.384","34.384","34.384"
"00:03:24","31.741","31.741","31.741","31.741","34.432","34.432","34.432","34.432"
"00:03:25","31.790","31.790","31.790","31.790","34.479","34.479","34.479","34.479"
"00:03:26","31.823","31.823","31.823","31.823","34.497","34.497","34.497","34.497"
"00:03:27","31.853","31.853","31.853","31.853","34.549","34.549","34.549","34.549"
"00:03:28","31.893","31.893","31.893","31.893","34.571","34.571","34.571","34.571"
"00:03:29","31.922","31.922","31.922","31.922","34.600","34.600","34.600","34.600"
"00:03:30","31.955","31.955","31.955","31.955","34.626","34.626","34.626","34.626"
"00:03:31","32.007","32.007","32.007","32.007","34.670","34.670","34.670","34.670"
"00:03:32","32.036","32.036","32.036","32.036","34.699","34.699","34.699","34.699"
"00:03:33","32.076","32.076","32.076","32.076","34.738","34.738","34.738","34.738"
"00:03:34","32.128","32.128","32.128","32.128","34.787","34.787","34.787","34.787"
"00:03:35","32.164","32.164","32.164","32.164","34.820","34.820","34.820","34.820"
"00:03:36","32.190","32.190","32.190","32.190","34.857","34.857","34.857","34.857"
"00:03:37","32.234","32.234","32.234","32.234","34.897","34.897","34.897","34.897"
"00:03:38","32.260","32.260","32.260","32.260","34.927","34.927","34.927","34.927"
"00:03:39","32.315","32.315","32.315","32.315","34.974","34.974","34.974","34.974"
"00:03:40","32.351","32.351","32.351","32.351","35.018","35.018","35.018","35.018"
"00:03:41","32.384","32.384","32.384","32.384","35.048","35.048","35.048","35.048"
"00:03:42","32.421","32.421","32.421","32.421","35.081","35.081","35.081","35.081"
"00:03:43","32.465","32.465","32.465","32.465","35.121","35.121","35.121","35.121"
"00:03:44","32.487","32.487","32.487","32.487","35.150","35.150","35.150","35.150"
"00:03:45","32.520","32.520","32.520","32.520","35.191","35.191","35.191","35.191"
"00:03:46","32.561","32.561","32.561","32.561","35.220","35.220","35.220","35.220"
"00:03:47","32.593","32.593","32.593","32.593","35.253","35.253","35.253","35.253"
"00:03:48","32.623","32.623","32.623","32.623","35.279","35.279","35.279","35.279"
"00:03:49","32.670","32.670","32.670","32.670","35.326","35.326","35.326","35.326"
"00:03:50","32.696","32.696","32.696","32.696","35.352","35.352","35.352","35.352"
"00:03:51","32.726","32.726","32.726","32.726","35.378","35.378","35.378","35.378"
"00:03:52","32.777","32.777","32.777","32.777","35.422","35.422","35.422","35.422"
"00:03:53","32.806","32.806","32.806","32.806","35.455","35.455","35.455","35.455"
"00:03:54","32.839","32.839","32.839","32.839","35.488","35.488","35.488","35.488"
"00:03:55","32.880","32.880","32.880","32.880","35.517","35.517","35.517","35.517"
"00:03:56","32.916","32.916","32.916","32.916","35.540","35.540","35.540","35.540"
"00:03:57","32.946","32.946","32.946","32.946","35.572","35.572","35.572","35.572"
"00:03:58","32.986","32.986","32.986","32.986","35.620","35.620","35.620","35.620"
"00:03:59","33.015","33.015","33.015","33.015","35.639","35.639","35.639","35.639"
"00:04:00","33.061","33.061","33.061","33.061","35.673","35.673","35.673","35.673"
"00:04:01","33.100","33.100","33.100","33.100","35.715","35.715","35.715","35.715"
"00:04:02","33.133","33.133","33.133","33.133","35.749","35.749","35.749","35.749"
"00:04:03","33.168","33.168","33.168","33.168","35.789","35.789","35.789","35.789"
"00:04:04","33.199","33.199","33.199","33.199","35.815","35.815","35.815","35.815"
"00:04:05","33.228","33.228","33.228","33.228","35.848","35.848","35.848","35.848"
"00:04:06","33.265","33.265","33.265","33.265","35.886","35.886","35.886","35.886"
"00:04:07","33.309","33.309","33.309","33.309","35.914","35.914","35.914","35.914"
"00:04:08","33.331","33.331","33.331","33.331","35.954","35.954","35.954","35.954"
"00:04:09","33.375","33.375","33.375","33.375","35.983","35.983","35.983","35.983"
"00:04:10","33.419","33.419","33.419","33.419","36.020","36.020","36.020","36.020"
"00:04:11","33.448","33.448","33.448","33.448","36.060","36.060","36.060","36.060"
"00:04:12","33.481","33.481","33.481","33.481","36.075","36.075","36.075","36.075"
"00:04:13","33.525","33.525","33.525","33.525","36.119","36.119","36.119","36.119"
"00:04:14","33.551","33.551","33.551","33.551","36.141","36.141","36.141","36.141"
"00:04:15","33.586","33.586","33.586","33.586","36.178","36.178","36.178","36.178"
"00:04:16","33.621","33.621","33.621","33.621","36.215","36.215","36.215","36.215"
"00:04:17","33.654","33.654","33.654","33.654","36.240","36.240","36.240","36.240"
"00:04:18","33.690","33.690","33.690","33.690","36.277","36.277","36.277","36.277"
"00:04:19","33.731","33.731","33.731","33.731","36.314","36.314","36.314","36.314"
"00:04:20","33.764","33.764","33.764","33.764","36.336","36.336","36.336","36.336"
"00:04:21","33.797","33.797","33.797","33.797","36.367","36.367","36.367","36.367"
"00:04:22","33.833","33.833","33.833","33.833","36.409","36.409","36.409","36.409"
"00:04:23","33.863","33.863","33.863","33.863","36.435","36.435","36.435","36.435"
"00:04:24","33.896","33.896","33.896","33.896","36.464","36.464","36.464","36.464"
"00:04:25","33.925","33.925","33.925","33.925","36.508","36.508","36.508","36.508"
"00:04:26","33.969","33.969","33.969","33.969","36.534","36.534","36.534","36.534"
"00:04:27","33.995","33.995","33.995","33.995","36.574","36.574","36.574","36.574"
"00:04:28","34.035","34.035","34.035","34.035","36.600","36.600","36.600","36.600"
"00:04:29","34.065","34.065","34.065","34.065","36.637","36.637","36.637","36.637"
"00:04:30","34.098","34.098","34.098","34.098","36.664","36.664","36.664","36.664"
"00:04:31","34.138","34.138","34.138","34.138","36.699","36.699","36.699","36.699"
"00:04:32","34.167","34.167","34.167","34.167","36.729","36.729","36.729","36.729"
"00:04:33","34.197","34.197","34.197","34.197","36.756","36.756","36.756","36.756"
"00:04:34","34.241","34.241","34.241","34.241","36.784","36.784","36.784","36.784"
"00:04:35","34.277","34.277","34.277","34.277","36.828","36.828","36.828","36.828"
"00:04:36","34.303","34.303","34.303","34.303","36.848","36.848","36.848","36.848"
"00:04:37","34.336","34.336","34.336","34.336","36.868","36.868","36.868","36.868"
"00:04:38","34.359","34.359","34.359","34.359","36.891","36.891","36.891","36.891"
"00:04:39","34.399","34.399","34.399","34.399","36.925","36.925","36.925","36.925"
"00:04:40","34.435","34.435","34.435","34.435","36.957","36.957","36.957","36.957"
"00:04:41","34.469","34.469","34.469","34.469","36.986","36.986","36.986","36.986"
"00:04:42","34.496","34.496","34.496","34.496","37.012","37.012","37.012","37.012"
"00:04:43","34.535","34.535","34.535","34.535","37.038","37.038","37.038","37.038"
"00:04:44","34.557","34.557","34.557","34.557","37.053","37.053","37.053","37.053"
"00:04:45","34.590","34.590","34.590","34.590","37.089","37.089","37.089","37.089"
"00:04:46","34.623","34.623","34.623","34.623","37.108","37.108","37.108","37.108"
"00:04:47","34.663","34.663","34.663","34.663","37.141","37.141","37.141","37.141"
"00:04:48","34.691","34.691","34.691","34.691","37.167","37.167","37.167","37.167"
"00:04:49","34.726","34.726","34.726","34.726","37.207","37.207","37.207","37.207"
"00:04:50","34.766","34.766","34.766","34.766","37.222","37.222","37.222","37.222"
"00:04:51","34.797","34.797","34.797","34.797","37.258","37.258","37.258","37.258"
"00:04:52","34.829","34.829","34.829","34.829","37.277","37.277","37.277","37.277"
"00:04:53","34.858","34.858","34.858","34.858","37.306","37.306","37.306","37.306"
"00:04:54","34.895","34.895","34.895","34.895","37.334","37.334","37.334","37.334"
"00:04:55","34.917","34.917","34.917","34.917","37.354","37.354","37.354","37.354"
"00:04:56","34.946","34.946","34.946","34.946","37.380","37.380","37.380","37.380"
"00:04:57","34.987","34.987","34.987","34.987","37.409","37.409","37.409","37.409"
"00:04:58","35.016","35.016","35.016","35.016","37.431","37.431","37.431","37.431"
"00:04:59","35.056","35.056","35.056","35.056","37.450","37.450","37.450","37.450"
"00:05:00","35.086","35.086","35.086","35.086","37.479","37.479","37.479","37.479"
"00:05:01","35.115","35.115","35.115","35.115","37.505","37.505","37.505","37.505"
"00:05:02","35.141","35.141","35.141","35.141","37.524","37.524","37.524","37.524"
"00:05:03","35.180","35.180","35.180","35.180","37.562","37.562","37.562","37.562"
"00:05:04","35.218","35.218","35.218","35.218","37.593","37.593","37.593","37.593"
"00:05:05","35.251","35.251","35.251","35.251","37.608","37.608","37.608","37.608"
"00:05:06","35.279","35.279","35.279","35.279","37.640","37.640","37.640","37.640"
"00:05:07","35.325","35.325","35.325","35.325","37.671","37.671","37.671","37.671"
"00:05:08","35.354","35.354","35.354","35.354","37.700","37.700","37.700","37.700"
"00:05:09","35.383","35.383","35.383","35.383","37.724","37.724","37.724","37.724"
"00:05:10","35.409","35.409","35.409","35.409","37.741","37.741","37.741","37.741"
"00:05:11","35.446","35.446","35.446","35.446","37.770","37.770","37.770","37.770"
"00:05:12","35.472","35.472","35.472","35.472","37.792","37.792","37.792","37.792"
"00:05:13","35.512","35.512","35.512","35.512","37.822","37.822","37.822","37.822"
"00:05:14","35.530","35.530","35.530","35.530","37.837","37.837","37.837","37.837"
"00:05:15","35.560","35.560","35.560","35.560","37.861","37.861","37.861","37.861"
"00:05:16","35.597","35.597","35.597","35.597","37.888","37.888","37.888","37.888"
"00:05:17","35.626","35.626","35.626","35.626","37.921","37.921","37.921","37.921"
"00:05:18","35.664","35.664","35.664","35.664","37.945","37.945","37.945","37.945"
"00:05:19","35.699","35.699","35.699","35.699","37.973","37.973","37.973","37.973"
"00:05:20","35.718","35.718","35.718","35.718","37.999","37.999","37.999","37.999"
"00:05:21","35.762","35.762","35.762","35.762","38.026","38.026","38.026","38.026"
"00:05:22","35.798","35.798","35.798","35.798","38.050","38.050","38.050","38.050"
"00:05:23","35.813","35.813","35.813","35.813","38.072","38.072","38.072","38.072"
"00:05:24","35.854","35.854","35.854","35.854","38.094","38.094","38.094","38.094"
"00:05:25","35.887","35.887","35.887","35.887","38.124","38.124","38.124","38.124"
"00:05:26","35.920","35.920","35.920","35.920","38.157","38.157","38.157","38.157"
"00:05:27","35.955","35.955","35.955","35.955","38.179","38.179","38.179","38.179"
"00:05:28","35.990","35.990","35.990","35.990","38.194","38.194","38.194","38.194"
"00:05:29","36.023","36.023","36.023","36.023","38.227","38.227","38.227","38.227"
"00:05:30","36.043","36.043","36.043","36.043","38.249","38.249","38.249","38.249"
"00:05:31","36.078","36.078","36.078","36.078","38.278","38.278","38.278","38.278"
"00:05:32","36.111","36.111","36.111","36.111","38.297","38.297","38.297","38.297"
"00:05:33","36.146","36.146","36.146","36.146","38.328","38.328","38.328","38.328"
"00:05:34","36.181","36.181","36.181","36.181","38.352","38.352","38.352","38.352"
"00:05:35","36.206","36.206","36.206","36.206","38.374","38.374","38.374","38.374"
"00:05:36","36.234","36.234","36.234","36.234","38.400","38.400","38.400","38.400"
"00:05:37","36.265","36.265","36.265","36.265","38.426","38.426","38.426","38.426"
"00:05:38","36.295","36.295","36.295","36.295","38.451","38.451","38.451","38.451"
"00:05:39","36.326","36.326","36.326","36.326","38.466","38.466","38.466","38.466"
"00:05:40","36.364","36.364","36.364","36.364","38.492","38.492","38.492","38.492"
"00:05:41","36.387","36.387","36.387","36.387","38.518","38.518","38.518","38.518"
"00:05:42","36.423","36.423","36.423","36.423","38.542","38.542","38.542","38.542"
"00:05:43","36.449","36.449","36.449","36.449","38.577","38.577","38.577","38.577"
