"","Channel 3 Last (C)","Channel 3 Ave. (C)","Channel 3 Min. (C)","Channel 3 Max. (C)","Channel 7 Last (C)","Channel 7 Ave. (C)","Channel 7 Min. (C)","Channel 7 Max. (C)"
"00:02:11","31.749","31.749","31.749","31.749","23.323","23.323","23.323","23.323"
"00:02:12","31.806","31.806","31.806","31.806","23.328","23.328","23.328","23.328"
"00:02:13","31.857","31.857","31.857","31.857","23.341","23.341","23.341","23.341"
"00:02:14","31.904","31.904","31.904","31.904","23.354","23.354","23.354","23.354"
"00:02:15","31.961","31.961","31.961","31.961","23.362","23.362","23.362","23.362"
"00:02:16","32.010","32.010","32.010","32.010","23.372","23.372","23.372","23.372"
"00:02:17","32.063","32.063","32.063","32.063","23.383","23.383","23.383","23.383"
"00:02:18","32.116","32.116","32.116","32.116","23.389","23.389","23.389","23.389"
"00:02:19","32.170","32.170","32.170","32.170","23.407","23.407","23.407","23.407"
"00:02:20","32.232","32.232","32.232","32.232","23.433","23.433","23.433","23.433"
"00:02:21","32.281","32.281","32.281","32.281","23.440","23.440","23.440","23.440"
"00:02:22","32.334","32.334","32.334","32.334","23.455","23.455","23.455","23.455"
"00:02:23","32.386","32.386","32.386","32.386","23.460","23.460","23.460","23.460"
"00:02:24","32.434","32.434","32.434","32.434","23.473","23.473","23.473","23.473"
"00:02:25","32.487","32.487","32.487","32.487","23.484","23.484","23.484","23.484"
"00:02:26","32.534","32.534","32.534","32.534","23.502","23.502","23.502","23.502"
"00:02:27","32.585","32.585","32.585","32.585","23.508","23.508","23.508","23.508"
"00:02:28","32.633","32.633","32.633","32.633","23.516","23.516","23.516","23.516"
"00:02:29","32.693","32.693","32.693","32.693","23.540","23.540","23.540","23.540"
"00:02:30","32.742","32.742","32.742","32.742","23.547","23.547","23.547","23.547"
"00:02:31","32.791","32.791","32.791","32.791","23.554","23.554","23.554","23.554"
"00:02:32","32.845","32.845","32.845","32.845","23.570","23.570","23.570","23.570"
"00:02:33","32.902","32.902","32.902","32.902","23.587","23.587","23.587","23.587"
"00:02:34","32.946","32.946","32.946","32.946","23.591","23.591","23.591","23.591"
"00:02:35","33.004","33.004","33.004","33.004","23.612","23.612","23.612","23.612"
"00:02:36","33.057","33.057","33.057","33.057","23.628","23.628","23.628","23.628"
"00:02:37","33.101","33.101","33.101","33.101","23.633","23.633","23.633","23.633"
"00:02:38","33.149","33.149","33.149","33.149","23.649","23.649","23.649","23.649"
"00:02:39","33.201","33.201","33.201","33.201","23.654","23.654","23.654","23.654"
"00:02:40","33.245","33.245","33.245","33.245","23.661","23.661","23.661","23.661"
"00:02:41","33.307","33.307","33.307","33.307","23.676","23.676","23.676","23.676"
"00:02:42","33.361","33.361","33.361","33.361","23.696","23.696","23.696","23.696"
"00:02:43","33.412","33.412","33.412","33.412","23.707","23.707","23.707","23.707"
"00:02:44","33.449","33.449","33.449","33.449","23.715","23.715","23.715","23.715"
"00:02:45","33.503","33.503","33.503","33.503","23.722","23.722","23.722","23.722"
"00:02:46","33.547","33.547","33.547","33.547","23.738","23.738","23.738","23.738"
"00:02:47","33.596","33.596","33.596","33.596","23.747","23.747","23.747","23.747"
"00:02:48","33.642","33.642","33.642","33.642","23.755","23.755","23.755","23.755"
"00:02:49","33.691","33.691","33.691","33.691","23.766","23.766","23.766","23.766"
"00:02:50","33.741","33.741","33.741","33.741","23.780","23.780","23.780","23.780"
"00:02:51","33.799","33.799","33.799","33.799","23.795","23.795","23.795","23.795"
"00:02:52","33.841","33.841","33.841","33.841","23.803","23.803","23.803","23.803"
"00:02:53","33.883","33.883","33.883","33.883","23.817","23.817","23.817","23.817"
"00:02:54","33.932","33.932","33.932","33.932","23.821","23.821","23.821","23.821"
"00:02:55","33.974","33.974","33.974","33.974","23.840","23.840","23.840","23.840"
"00:02:56","34.027","34.027","34.027","34.027","23.849","23.849","23.849","23.849"
"00:02:57","34.079","34.079","34.079","34.079","23.867","23.867","23.867","23.867"
"00:02:58","34.123","34.123","34.123","34.123","23.882","23.882","23.882","23.882"
"00:02:59","34.165","34.165","34.165","34.165","23.886","23.886","23.886","23.886"
"00:03:00","34.213","34.213","34.213","34.213","23.893","23.893","23.893","23.893"
"00:03:01","34.262","34.262","34.262","34.262","23.913","23.913","23.913","23.913"
"00:03:02","34.312","34.312","34.312","34.312","23.938","23.938","23.938","23.938"
"00:03:03","34.358","34.358","34.358","34.358","23.936","23.936","23.936","23.936"
"00:03:04","34.399","34.399","34.399","34.399","23.954","23.954","23.954","23.954"
"00:03:05","34.444","34.444","34.444","34.444","23.963","23.963","23.963","23.963"
"00:03:06","34.499","34.499","34.499","34.499","23.980","23.980","23.980","23.980"
"00:03:07","34.530","34.530","34.530","34.530","23.987","23.987","23.987","23.987"
"00:03:08","34.580","34.580","34.580","34.580","24.000","24.000","24.000","24.000"
"00:03:09","34.628","34.628","34.628","34.628","24.011","24.011","24.011","24.011"
"00:03:10","34.669","34.669","34.669","34.669","24.028","24.028","24.028","24.028"
"00:03:11","34.717","34.717","34.717","34.717","24.040","24.040","24.040","24.040"
"00:03:12","34.762","34.762","34.762","34.762","24.050","24.050","24.050","24.050"
"00:03:13","34.805","34.805","34.805","34.805","24.060","24.060","24.060","24.060"
"00:03:14","34.858","34.858","34.858","34.858","24.076","24.076","24.076","24.076"
"00:03:15","34.898","34.898","34.898","34.898","24.086","24.086","24.086","24.086"
"00:03:16","34.951","34.951","34.951","34.951","24.098","24.098","24.098","24.098"
"00:03:17","35.000","35.000","35.000","35.000","24.113","24.113","24.113","24.113"
"00:03:18","35.046","35.046","35.046","35.046","24.124","24.124","24.124","24.124"
"00:03:19","35.084","35.084","35.084","35.084","24.132","24.132","24.132","24.132"
"00:03:20","35.132","35.132","35.132","35.132","24.148","24.148","24.148","24.148"
"00:03:21","35.179","35.179","35.179","35.179","24.161","24.161","24.161","24.161"
"00:03:22","35.229","35.229","35.229","35.229","24.178","24.178","24.178","24.178"
"00:03:23","35.271","35.271","35.271","35.271","24.183","24.183","24.183","24.183"
"00:03:24","35.318","35.318","35.318","35.318","24.198","24.198","24.198","24.198"
"00:03:25","35.360","35.360","35.360","35.360","24.206","24.206","24.206","24.206"
"00:03:26","35.409","35.409","35.409","35.409","24.227","24.227","24.227","24.227"
"00:03:27","35.453","35.453","35.453","35.453","24.232","24.232","24.232","24.232"
"00:03:28","35.490","35.490","35.490","35.490","24.248","24.248","24.248","24.248"
"00:03:29","35.535","35.535","35.535","35.535","24.257","24.257","24.257","24.257"
"00:03:30","35.581","35.581","35.581","35.581","24.269","24.269","24.269","24.269"
"00:03:31","35.628","35.628","35.628","35.628","24.285","24.285","24.285","24.285"
"00:03:32","35.673","35.673","35.673","35.673","24.302","24.302","24.302","24.302"
"00:03:33","35.712","35.712","35.712","35.712","24.304","24.304","24.304","24.304"
"00:03:34","35.753","35.753","35.753","35.753","24.319","24.319","24.319","24.319"
"00:03:35","35.801","35.801","35.801","35.801","24.344","24.344","24.344","24.344"
"00:03:36","35.846","35.846","35.846","35.846","24.345","24.345","24.345","24.345"
"00:03:37","35.886","35.886","35.886","35.886","24.367","24.367","24.367","24.367"
"00:03:38","35.929","35.929","35.929","35.929","24.376","24.376","24.376","24.376"
"00:03:39","35.972","35.972","35.972","35.972","24.386","24.386","24.386","24.386"
"00:03:40","36.013","36.013","36.013","36.013","24.401","24.401","24.401","24.401"
"00:03:41","36.050","36.050","36.050","36.050","24.409","24.409","24.409","24.409"
"00:03:42","36.087","36.087","36.087","36.087","24.416","24.416","24.416","24.416"
"00:03:43","36.129","36.129","36.129","36.129","24.430","24.430","24.430","24.430"
"00:03:44","36.181","36.181","36.181","36.181","24.451","24.451","24.451","24.451"
"00:03:45","36.217","36.217","36.217","36.217","24.456","24.456","24.456","24.456"
"00:03:46","36.259","36.259","36.259","36.259","24.467","24.467","24.467","24.467"
"00:03:47","36.304","36.304","36.304","36.304","24.486","24.486","24.486","24.486"
"00:03:48","36.352","36.352","36.352","36.352","24.501","24.501","24.501","24.501"
"00:03:49","36.398","36.398","36.398","36.398","24.513","24.513","24.513","24.513"
"00:03:50","36.427","36.427","36.427","36.427","24.521","24.521","24.521","24.521"
"00:03:51","36.462","36.462","36.462","36.462","24.527","24.527","24.527","24.527"
"00:03:52","36.503","36.503","36.503","36.503","24.538","24.538","24.538","24.538"
"00:03:53","36.558","36.558","36.558","36.558","24.556","24.556","24.556","24.556"
"00:03:54","36.595","36.595","36.595","36.595","24.568","24.568","24.568","24.568"
"00:03:55","36.641","36.641","36.641","36.641","24.584","24.584","24.584","24.584"
"00:03:56","36.680","36.680","36.680","36.680","24.592","24.592","24.592","24.592"
"00:03:57","36.719","36.719","36.719","36.719","24.611","24.611","24.611","24.611"
"00:03:58","36.767","36.767","36.767","36.767","24.616","24.616","24.616","24.616"
"00:03:59","36.808","36.808","36.808","36.808","24.629","24.629","24.629","24.629"
"00:04:00","36.860","36.860","36.860","36.860","24.646","24.646","24.646","24.646"
"00:04:01","36.898","36.898","36.898","36.898","24.659","24.659","24.659","24.659"
"00:04:02","36.945","36.945","36.945","36.945","24.672","24.672","24.672","24.672"
"00:04:03","36.990","36.990","36.990","36.990","24.682","24.682","24.682","24.682"
"00:04:04","37.028","37.028","37.028","37.028","24.706","24.706","24.706","24.706"
"00:04:05","37.066","37.066","37.066","37.066","24.711","24.711","24.711","24.711"
"00:04:06","37.112","37.112","37.112","37.112","24.723","24.723","24.723","24.723"
"00:04:07","37.147","37.147","37.147","37.147","24.735","24.735","24.735","24.735"
"00:04:08","37.182","37.182","37.182","37.182","24.743","24.743","24.743","24.743"
"00:04:09","37.228","37.228","37.228","37.228","24.758","24.758","24.758","24.758"
"00:04:10","37.257","37.257","37.257","37.257","24.769","24.769","24.769","24.769"
"00:04:11","37.304","37.304","37.304","37.304","24.780","24.780","24.780","24.780"
"00:04:12","37.338","37.338","37.338","37.338","24.792","24.792","24.792","24.792"
"00:04:13","37.379","37.379","37.379","37.379","24.806","24.806","24.806","24.806"
"00:04:14","37.409","37.409","37.409","37.409","24.812","24.812","24.812","24.812"
"00:04:15","37.451","37.451","37.451","37.451","24.826","24.826","24.826","24.826"
"00:04:16","37.490","37.490","37.490","37.490","24.836","24.836","24.836","24.836"
"00:04:17","37.530","37.530","37.530","37.530","24.849","24.849","24.849","24.849"
"00:04:18","37.576","37.576","37.576","37.576","24.865","24.865","24.865","24.865"
"00:04:19","37.608","37.608","37.608","37.608","24.877","24.877","24.877","24.877"
"00:04:20","37.641","37.641","37.641","37.641","24.884","24.884","24.884","24.884"
"00:04:21","37.682","37.682","37.682","37.682","24.897","24.897","24.897","24.897"
"00:04:22","37.713","37.713","37.713","37.713","24.908","24.908","24.908","24.908"
"00:04:23","37.755","37.755","37.755","37.755","24.919","24.919","24.919","24.919"
"00:04:24","37.794","37.794","37.794","37.794","24.934","24.934","24.934","24.934"
"00:04:25","37.835","37.835","37.835","37.835","24.943","24.943","24.943","24.943"
"00:04:26","37.862","37.862","37.862","37.862","24.949","24.949","24.949","24.949"
"00:04:27","37.898","37.898","37.898","37.898","24.966","24.966","24.966","24.966"
"00:04:28","37.944","37.944","37.944","37.944","24.976","24.976","24.976","24.976"
"00:04:29","37.977","37.977","37.977","37.977","24.981","24.981","24.981","24.981"
"00:04:30","38.012","38.012","38.012","38.012","24.991","24.991","24.991","24.991"
"00:04:31","38.041","38.041","38.041","38.041","25.011","25.011","25.011","25.011"
"00:04:32","38.092","38.092","38.092","38.092","25.023","25.023","25.023","25.023"
"00:04:33","38.129","38.129","38.129","38.129","25.034","25.034","25.034","25.034"
"00:04:34","38.170","38.170","38.170","38.170","25.047","25.047","25.047","25.047"
"00:04:35","38.217","38.217","38.217","38.217","25.060","25.060","25.060","25.060"
"00:04:36","38.256","38.256","38.256","38.256","25.071","25.071","25.071","25.071"
"00:04:37","38.296","38.296","38.296","38.296","25.083","25.083","25.083","25.083"
"00:04:38","38.335","38.335","38.335","38.335","25.098","25.098","25.098","25.098"
"00:04:39","38.375","38.375","38.375","38.375","25.112","25.112","25.112","25.112"
"00:04:40","38.418","38.418","38.418","38.418","25.123","25.123","25.123","25.123"
"00:04:41","38.453","38.453","38.453","38.453","25.129","25.129","25.129","25.129"
"00:04:42","38.492","38.492","38.492","38.492","25.143","25.143","25.143","25.143"
"00:04:43","38.519","38.519","38.519","38.519","25.156","25.156","25.156","25.156"
"00:04:44","38.561","38.561","38.561","38.561","25.162","25.162","25.162","25.162"
"00:04:45","38.596","38.596","38.596","38.596","25.167","25.167","25.167","25.167"
"00:04:46","38.638","38.638","38.638","38.638","25.183","25.183","25.183","25.183"
"00:04:47","38.667","38.667","38.667","38.667","25.192","25.192","25.192","25.192"
"00:04:48","38.706","38.706","38.706","38.706","25.201","25.201","25.201","25.201"
"00:04:49","38.743","38.743","38.743","38.743","25.219","25.219","25.219","25.219"
"00:04:50","38.780","38.780","38.780","38.780","25.230","25.230","25.230","25.230"
"00:04:51","38.822","38.822","38.822","38.822","25.237","25.237","25.237","25.237"
"00:04:52","38.855","38.855","38.855","38.855","25.250","25.250","25.250","25.250"
"00:04:53","38.886","38.886","38.886","38.886","25.262","25.262","25.262","25.262"
"00:04:54","38.937","38.937","38.937","38.937","25.272","25.272","25.272","25.272"
"00:04:55","38.971","38.971","38.971","38.971","25.291","25.291","25.291","25.291"
"00:04:56","39.002","39.002","39.002","39.002","25.302","25.302","25.302","25.302"
"00:04:57","39.042","39.042","39.042","39.042","25.310","25.310","25.310","25.310"
"00:04:58","39.078","39.078","39.078","39.078","25.323","25.323","25.323","25.323"
"00:04:59","39.118","39.118","39.118","39.118","25.342","25.342","25.342","25.342"
"00:05:00","39.163","39.163","39.163","39.163","25.364","25.364","25.364","25.364"
"00:05:01","39.201","39.201","39.201","39.201","25.371","25.371","25.371","25.371"
"00:05:02","39.239","39.239","39.239","39.239","25.387","25.387","25.387","25.387"
"00:05:03","39.265","39.265","39.265","39.265","25.392","25.392","25.392","25.392"
"00:05:04","39.307","39.307","39.307","39.307","25.402","25.402","25.402","25.402"
"00:05:05","39.338","39.338","39.338","39.338","25.413","25.413","25.413","25.413"
"00:05:06","39.390","39.390","39.390","39.390","25.437","25.437","25.437","25.437"
"00:05:07","39.437","39.437","39.437","39.437","25.455","25.455","25.455","25.455"
"00:05:08","39.460","39.460","39.460","39.460","25.460","25.460","25.460","25.460"
"00:05:09","39.501","39.501","39.501","39.501","25.474","25.474","25.474","25.474"
"00:05:10","39.536","39.536","39.536","39.536","25.487","25.487","25.487","25.487"
"00:05:11","39.569","39.569","39.569","39.569","25.490","25.490","25.490","25.490"
"00:05:12","39.602","39.602","39.602","39.602","25.508","25.508","25.508","25.508"
"00:05:13","39.643","39.643","39.643","39.643","25.522","25.522","25.522","25.522"
"00:05:14","39.677","39.677","39.677","39.677","25.529","25.529","25.529","25.529"
"00:05:15","39.716","39.716","39.716","39.716","25.551","25.551","25.551","25.551"
"00:05:16","39.751","39.751","39.751","39.751","25.559","25.559","25.559","25.559"
"00:05:17","39.792","39.792","39.792","39.792","25.572","25.572","25.572","25.572"
"00:05:18","39.829","39.829","39.829","39.829","25.588","25.588","25.588","25.588"
"00:05:19","39.864","39.864","39.864","39.864","25.604","25.604","25.604","25.604"
"00:05:20","39.901","39.901","39.901","39.901","25.618","25.618","25.618","25.618"
"00:05:21","39.941","39.941","39.941","39.941","25.631","25.631","25.631","25.631"
"00:05:22","39.977","39.977","39.977","39.977","25.639","25.639","25.639","25.639"
"00:05:23","40.006","40.006","40.006","40.006","25.649","25.649","25.649","25.649"
"00:05:24","40.042","40.042","40.042","40.042","25.671","25.671","25.671","25.671"
"00:05:25","40.077","40.077","40.077","40.077","25.676","25.676","25.676","25.676"
"00:05:26","40.112","40.112","40.112","40.112","25.688","25.688","25.688","25.688"
"00:05:27","40.153","40.153","40.153","40.153","25.701","25.701","25.701","25.701"
"00:05:28","40.189","40.189","40.189","40.189","25.718","25.718","25.718","25.718"
"00:05:29","40.223","40.223","40.223","40.223","25.725","25.725","25.725","25.725"
"00:05:30","40.255","40.255","40.255","40.255","25.735","25.735","25.735","25.735"
"00:05:31","40.286","40.286","40.286","40.286","25.744","25.744","25.744","25.744"
"00:05:32","40.319","40.319","40.319","40.319","25.756","25.756","25.756","25.756"
"00:05:33","40.359","40.359","40.359","40.359","25.776","25.776","25.776","25.776"
"00:05:34","40.394","40.394","40.394","40.394","25.787","25.787","25.787","25.787"
"00:05:35","40.422","40.422","40.422","40.422","25.794","25.794","25.794","25.794"
"00:05:36","40.458","40.458","40.458","40.458","25.804","25.804","25.804","25.804"
"00:05:37","40.489","40.489","40.489","40.489","25.819","25.819","25.819","25.819"
"00:05:38","40.523","40.523","40.523","40.523","25.829","25.829","25.829","25.829"
"00:05:39","40.565","40.565","40.565","40.565","25.849","25.849","25.849","25.849"
"00:05:40","40.601","40.601","40.601","40.601","25.860","25.860","25.860","25.860"
"00:05:41","40.631","40.631","40.631","40.631","25.870","25.870","25.870","25.870"
"00:05:42","40.666","40.666","40.666","40.666","25.885","25.885","25.885","25.885"
"00:05:43","40.696","40.696","40.696","40.696","25.898","25.898","25.898","25.898"
