"","Channel 3 Last (C)","Channel 3 Ave. (C)","Channel 3 Min. (C)","Channel 3 Max. (C)","Channel 7 Last (C)","Channel 7 Ave. (C)","Channel 7 Min. (C)","Channel 7 Max. (C)"
"00:01:25","27.096","27.096","27.096","27.096","26.811","26.811","26.811","26.811"
"00:01:26","27.130","27.130","27.130","27.130","26.846","26.846","26.846","26.846"
"00:01:27","27.165","27.165","27.165","27.165","26.874","26.874","26.874","26.874"
"00:01:28","27.191","27.191","27.191","27.191","26.908","26.908","26.908","26.908"
"00:01:29","27.225","27.225","27.225","27.225","26.950","26.950","26.950","26.950"
"00:01:30","27.255","27.255","27.255","27.255","26.970","26.970","26.970","26.970"
"00:01:31","27.289","27.289","27.289","27.289","27.001","27.001","27.001","27.001"
"00:01:32","27.341","27.341","27.341","27.341","27.039","27.039","27.039","27.039"
"00:01:33","27.388","27.388","27.388","27.388","27.067","27.067","27.067","27.067"
"00:01:34","27.435","27.435","27.435","27.435","27.100","27.100","27.100","27.100"
"00:01:35","27.480","27.480","27.480","27.480","27.135","27.135","27.135","27.135"
"00:01:36","27.512","27.512","27.512","27.512","27.164","27.164","27.164","27.164"
"00:01:37","27.538","27.538","27.538","27.538","27.196","27.196","27.196","27.196"
"00:01:38","27.554","27.554","27.554","27.554","27.224","27.224","27.224","27.224"
"00:01:39","27.572","27.572","27.572","27.572","27.258","27.258","27.258","27.258"
"00:01:40","27.596","27.596","27.596","27.596","27.285","27.285","27.285","27.285"
"00:01:41","27.637","27.637","27.637","27.637","27.324","27.324","27.324","27.324"
"00:01:42","27.666","27.666","27.666","27.666","27.355","27.355","27.355","27.355"
"00:01:43","27.694","27.694","27.694","27.694","27.385","27.385","27.385","27.385"
"00:01:44","27.726","27.726","27.726","27.726","27.422","27.422","27.422","27.422"
"00:01:45","27.768","27.768","27.768","27.768","27.460","27.460","27.460","27.460"
"00:01:46","27.804","27.804","27.804","27.804","27.483","27.483","27.483","27.483"
"00:01:47","27.829","27.829","27.829","27.829","27.515","27.515","27.515","27.515"
"00:01:48","27.856","27.856","27.856","27.856","27.543","27.543","27.543","27.543"
"00:01:49","27.891","27.891","27.891","27.891","27.573","27.573","27.573","27.573"
"00:01:50","27.938","27.938","27.938","27.938","27.608","27.608","27.608","27.608"
"00:01:51","27.979","27.979","27.979","27.979","27.635","27.635","27.635","27.635"
"00:01:52","28.027","28.027","28.027","28.027","27.667","27.667","27.667","27.667"
"00:01:53","28.078","28.078","28.078","28.078","27.695","27.695","27.695","27.695"
"00:01:54","28.128","28.128","28.128","28.128","27.726","27.726","27.726","27.726"
"00:01:55","28.185","28.185","28.185","28.185","27.765","27.765","27.765","27.765"
"00:01:56","28.226","28.226","28.226","28.226","27.796","27.796","27.796","27.796"
"00:01:57","28.261","28.261","28.261","28.261","27.820","27.820","27.820","27.820"
"00:01:58","28.297","28.297","28.297","28.297","27.850","27.850","27.850","27.850"
"00:01:59","28.333","28.333","28.333","28.333","27.878","27.878","27.878","27.878"
"00:02:00","28.363","28.363","28.363","28.363","27.911","27.911","27.911","27.911"
"00:02:01","28.394","28.394","28.394","28.394","27.943","27.943","27.943","27.943"
"00:02:02","28.437","28.437","28.437","28.437","27.981","27.981","27.981","27.981"
"00:02:03","28.451","28.451","28.451","28.451","27.999","27.999","27.999","27.999"
"00:02:04","28.472","28.472","28.472","28.472","28.024","28.024","28.024","28.024"
"00:02:05","28.496","28.496","28.496","28.496","28.053","28.053","28.053","28.053"
"00:02:06","28.540","28.540","28.540","28.540","28.084","28.084","28.084","28.084"
"00:02:07","28.576","28.576","28.576","28.576","28.109","28.109","28.109","28.109"
"00:02:08","28.608","28.608","28.608","28.608","28.131","28.131","28.131","28.131"
"00:02:09","28.627","28.627","28.627","28.627","28.152","28.152","28.152","28.152"
"00:02:10","28.653","28.653","28.653","28.653","28.182","28.182","28.182","28.182"
"00:02:11","28.690","28.690","28.690","28.690","28.212","28.212","28.212","28.212"
"00:02:12","28.726","28.726","28.726","28.726","28.239","28.239","28.239","28.239"
"00:02:13","28.752","28.752","28.752","28.752","28.259","28.259","28.259","28.259"
"00:02:14","28.776","28.776","28.776","28.776","28.292","28.292","28.292","28.292"
"00:02:15","28.792","28.792","28.792","28.792","28.304","28.304","28.304","28.304"
"00:02:16","28.817","28.817","28.817","28.817","28.338","28.338","28.338","28.338"
"00:02:17","28.840","28.840","28.840","28.840","28.360","28.360","28.360","28.360"
"00:02:18","28.863","28.863","28.863","28.863","28.386","28.386","28.386","28.386"
"00:02:19","28.890","28.890","28.890","28.890","28.411","28.411","28.411","28.411"
"00:02:20","28.933","28.933","28.933","28.933","28.444","28.444","28.444","28.444"
"00:02:21","28.976","28.976","28.976","28.976","28.470","28.470","28.470","28.470"
"00:02:22","29.029","29.029","29.029","29.029","28.506","28.506","28.506","28.506"
"00:02:23","29.060","29.060","29.060","29.060","28.531","28.531","28.531","28.531"
"00:02:24","29.090","29.090","29.090","29.090","28.553","28.553","28.553","28.553"
"00:02:25","29.122","29.122","29.122","29.122","28.575","28.575","28.575","28.575"
"00:02:26","29.150","29.150","29.150","29.150","28.599","28.599","28.599","28.599"
"00:02:27","29.177","29.177","29.177","29.177","28.627","28.627","28.627","28.627"
"00:02:28","29.234","29.234","29.234","29.234","28.649","28.649","28.649","28.649"
"00:02:29","29.293","29.293","29.293","29.293","28.673","28.673","28.673","28.673"
"00:02:30","29.339","29.339","29.339","29.339","28.689","28.689","28.689","28.689"
"00:02:31","29.394","29.394","29.394","29.394","28.721","28.721","28.721","28.721"
"00:02:32","29.448","29.448","29.448","29.448","28.747","28.747","28.747","28.747"
"00:02:33","29.477","29.477","29.477","29.477","28.774","28.774","28.774","28.774"
"00:02:34","29.519","29.519","29.519","29.519","28.795","28.795","28.795","28.795"
"00:02:35","29.557","29.557","29.557","29.557","28.819","28.819","28.819","28.819"
"00:02:36","29.568","29.568","29.568","29.568","28.833","28.833","28.833","28.833"
"00:02:37","29.573","29.573","29.573","29.573","28.863","28.863","28.863","28.863"
"00:02:38","29.575","29.575","29.575","29.575","28.886","28.886","28.886","28.886"
"00:02:39","29.584","29.584","29.584","29.584","28.901","28.901","28.901","28.901"
"00:02:40","29.594","29.594","29.594","29.594","28.923","28.923","28.923","28.923"
"00:02:41","29.620","29.620","29.620","29.620","28.941","28.941","28.941","28.941"
"00:02:42","29.649","29.649","29.649","29.649","28.968","28.968","28.968","28.968"
"00:02:43","29.681","29.681","29.681","29.681","28.995","28.995","28.995","28.995"
"00:02:44","29.714","29.714","29.714","29.714","29.020","29.020","29.020","29.020"
"00:02:45","29.730","29.730","29.730","29.730","29.040","29.040","29.040","29.040"
"00:02:46","29.754","29.754","29.754","29.754","29.062","29.062","29.062","29.062"
"00:02:47","29.793","29.793","29.793","29.793","29.083","29.083","29.083","29.083"
"00:02:48","29.829","29.829","29.829","29.829","29.104","29.104","29.104","29.104"
"00:02:49","29.891","29.891","29.891","29.891","29.132","29.132","29.132","29.132"
"00:02:50","29.940","29.940","29.940","29.940","29.157","29.157","29.157","29.157"
"00:02:51","29.973","29.973","29.973","29.973","29.174","29.174","29.174","29.174"
"00:02:52","30.036","30.036","30.036","30.036","29.199","29.199","29.199","29.199"
"00:02:53","30.077","30.077","30.077","30.077","29.215","29.215","29.215","29.215"
"00:02:54","30.100","30.100","30.100","30.100","29.233","29.233","29.233","29.233"
"00:02:55","30.129","30.129","30.129","30.129","29.266","29.266","29.266","29.266"
"00:02:56","30.149","30.149","30.149","30.149","29.285","29.285","29.285","29.285"
"00:02:57","30.150","30.150","30.150","30.150","29.303","29.303","29.303","29.303"
"00:02:58","30.166","30.166","30.166","30.166","29.319","29.319","29.319","29.319"
"00:02:59","30.191","30.191","30.191","30.191","29.340","29.340","29.340","29.340"
"00:03:00","30.221","30.221","30.221","30.221","29.362","29.362","29.362","29.362"
"00:03:01","30.232","30.232","30.232","30.232","29.374","29.374","29.374","29.374"
"00:03:02","30.231","30.231","30.231","30.231","29.399","29.399","29.399","29.399"
"00:03:03","30.225","30.225","30.225","30.225","29.412","29.412","29.412","29.412"
"00:03:04","30.231","30.231","30.231","30.231","29.428","29.428","29.428","29.428"
"00:03:05","30.247","30.247","30.247","30.247","29.459","29.459","29.459","29.459"
"00:03:06","30.276","30.276","30.276","30.276","29.476","29.476","29.476","29.476"
"00:03:07","30.326","30.326","30.326","30.326","29.498","29.498","29.498","29.498"
"00:03:08","30.370","30.370","30.370","30.370","29.520","29.520","29.520","29.520"
"00:03:09","30.401","30.401","30.401","30.401","29.536","29.536","29.536","29.536"
"00:03:10","30.429","30.429","30.429","30.429","29.550","29.550","29.550","29.550"
"00:03:11","30.471","30.471","30.471","30.471","29.579","29.579","29.579","29.579"
"00:03:12","30.484","30.484","30.484","30.484","29.596","29.596","29.596","29.596"
"00:03:13","30.522","30.522","30.522","30.522","29.617","29.617","29.617","29.617"
"00:03:14","30.564","30.564","30.564","30.564","29.636","29.636","29.636","29.636"
"00:03:15","30.581","30.581","30.581","30.581","29.651","29.651","29.651","29.651"
"00:03:16","30.617","30.617","30.617","30.617","29.673","29.673","29.673","29.673"
"00:03:17","30.657","30.657","30.657","30.657","29.684","29.684","29.684","29.684"
"00:03:18","30.688","30.688","30.688","30.688","29.697","29.697","29.697","29.697"
"00:03:19","30.731","30.731","30.731","30.731","29.712","29.712","29.712","29.712"
"00:03:20","30.770","30.770","30.770","30.770","29.726","29.726","29.726","29.726"
"00:03:21","30.798","30.798","30.798","30.798","29.752","29.752","29.752","29.752"
"00:03:22","30.816","30.816","30.816","30.816","29.769","29.769","29.769","29.769"
"00:03:23","30.837","30.837","30.837","30.837","29.786","29.786","29.786","29.786"
"00:03:24","30.860","30.860","30.860","30.860","29.803","29.803","29.803","29.803"
"00:03:25","30.900","30.900","30.900","30.900","29.819","29.819","29.819","29.819"
"00:03:26","30.937","30.937","30.937","30.937","29.843","29.843","29.843","29.843"
"00:03:27","30.970","30.970","30.970","30.970","29.861","29.861","29.861","29.861"
"00:03:28","31.016","31.016","31.016","31.016","29.878","29.878","29.878","29.878"
"00:03:29","31.057","31.057","31.057","31.057","29.897","29.897","29.897","29.897"
"00:03:30","31.083","31.083","31.083","31.083","29.917","29.917","29.917","29.917"
"00:03:31","31.123","31.123","31.123","31.123","29.932","29.932","29.932","29.932"
"00:03:32","31.159","31.159","31.159","31.159","29.949","29.949","29.949","29.949"
"00:03:33","31.193","31.193","31.193","31.193","29.953","29.953","29.953","29.953"
"00:03:34","31.242","31.242","31.242","31.242","29.975","29.975","29.975","29.975"
"00:03:35","31.278","31.278","31.278","31.278","29.994","29.994","29.994","29.994"
"00:03:36","31.326","31.326","31.326","31.326","30.014","30.014","30.014","30.014"
"00:03:37","31.352","31.352","31.352","31.352","30.033","30.033","30.033","30.033"
"00:03:38","31.381","31.381","31.381","31.381","30.051","30.051","30.051","30.051"
"00:03:39","31.419","31.419","31.419","31.419","30.065","30.065","30.065","30.065"
"00:03:40","31.463","31.463","31.463","31.463","30.080","30.080","30.080","30.080"
"00:03:41","31.497","31.497","31.497","31.497","30.094","30.094","30.094","30.094"
"00:03:42","31.524","31.524","31.524","31.524","30.110","30.110","30.110","30.110"
"00:03:43","31.560","31.560","31.560","31.560","30.127","30.127","30.127","30.127"
"00:03:44","31.602","31.602","31.602","31.602","30.141","30.141","30.141","30.141"
"00:03:45","31.627","31.627","31.627","31.627","30.161","30.161","30.161","30.161"
"00:03:46","31.666","31.666","31.666","31.666","30.181","30.181","30.181","30.181"
"00:03:47","31.703","31.703","31.703","31.703","30.195","30.195","30.195","30.195"
"00:03:48","31.731","31.731","31.731","31.731","30.209","30.209","30.209","30.209"
"00:03:49","31.757","31.757","31.757","31.757","30.225","30.225","30.225","30.225"
"00:03:50","31.786","31.786","31.786","31.786","30.234","30.234","30.234","30.234"
"00:03:51","31.815","31.815","31.815","31.815","30.246","30.246","30.246","30.246"
"00:03:52","31.839","31.839","31.839","31.839","30.262","30.262","30.262","30.262"
"00:03:53","31.862","31.862","31.862","31.862","30.278","30.278","30.278","30.278"
"00:03:54","31.888","31.888","31.888","31.888","30.282","30.282","30.282","30.282"
"00:03:55","31.922","31.922","31.922","31.922","30.305","30.305","30.305","30.305"
"00:03:56","31.954","31.954","31.954","31.954","30.321","30.321","30.321","30.321"
"00:03:57","31.977","31.977","31.977","31.977","30.334","30.334","30.334","30.334"
"00:03:58","32.006","32.006","32.006","32.006","30.352","30.352","30.352","30.352"
"00:03:59","32.020","32.020","32.020","32.020","30.372","30.372","30.372","30.372"
"00:04:00","32.033","32.033","32.033","32.033","30.374","30.374","30.374","30.374"
"00:04:01","32.047","32.047","32.047","32.047","30.391","30.391","30.391","30.391"
"00:04:02","32.066","32.066","32.066","32.066","30.406","30.406","30.406","30.406"
"00:04:03","32.111","32.111","32.111","32.111","30.421","30.421","30.421","30.421"
"00:04:04","32.169","32.169","32.169","32.169","30.439","30.439","30.439","30.439"
"00:04:05","32.208","32.208","32.208","32.208","30.455","30.455","30.455","30.455"
"00:04:06","32.227","32.227","32.227","32.227","30.463","30.463","30.463","30.463"
"00:04:07","32.274","32.274","32.274","32.274","30.483","30.483","30.483","30.483"
"00:04:08","32.329","32.329","32.329","32.329","30.492","30.492","30.492","30.492"
"00:04:09","32.381","32.381","32.381","32.381","30.512","30.512","30.512","30.512"
"00:04:10","32.423","32.423","32.423","32.423","30.522","30.522","30.522","30.522"
"00:04:11","32.457","32.457","32.457","32.457","30.535","30.535","30.535","30.535"
"00:04:12","32.505","32.505","32.505","32.505","30.549","30.549","30.549","30.549"
"00:04:13","32.552","32.552","32.552","32.552","30.565","30.565","30.565","30.565"
"00:04:14","32.584","32.584","32.584","32.584","30.574","30.574","30.574","30.574"
"00:04:15","32.610","32.610","32.610","32.610","30.585","30.585","30.585","30.585"
"00:04:16","32.660","32.660","32.660","32.660","30.599","30.599","30.599","30.599"
"00:04:17","32.693","32.693","32.693","32.693","30.618","30.618","30.618","30.618"
"00:04:18","32.697","32.697","32.697","32.697","30.630","30.630","30.630","30.630"
"00:04:19","32.722","32.722","32.722","32.722","30.639","30.639","30.639","30.639"
"00:04:20","32.750","32.750","32.750","32.750","30.647","30.647","30.647","30.647"
"00:04:21","32.805","32.805","32.805","32.805","30.656","30.656","30.656","30.656"
"00:04:22","32.892","32.892","32.892","32.892","30.672","30.672","30.672","30.672"
"00:04:23","32.965","32.965","32.965","32.965","30.694","30.694","30.694","30.694"
"00:04:24","33.017","33.017","33.017","33.017","30.702","30.702","30.702","30.702"
"00:04:25","33.078","33.078","33.078","33.078","30.719","30.719","30.719","30.719"
"00:04:26","33.142","33.142","33.142","33.142","30.730","30.730","30.730","30.730"
"00:04:27","33.183","33.183","33.183","33.183","30.741","30.741","30.741","30.741"
"00:04:28","33.217","33.217","33.217","33.217","30.757","30.757","30.757","30.757"
"00:04:29","33.238","33.238","33.238","33.238","30.772","30.772","30.772","30.772"
"00:04:30","33.291","33.291","33.291","33.291","30.783","30.783","30.783","30.783"
"00:04:31","33.339","33.339","33.339","33.339","30.796","30.796","30.796","30.796"
"00:04:32","33.368","33.368","33.368","33.368","30.811","30.811","30.811","30.811"
"00:04:33","33.381","33.381","33.381","33.381","30.817","30.817","30.817","30.817"
"00:04:34","33.383","33.383","33.383","33.383","30.832","30.832","30.832","30.832"
"00:04:35","33.400","33.400","33.400","33.400","30.838","30.838","30.838","30.838"
"00:04:36","33.410","33.410","33.410","33.410","30.847","30.847","30.847","30.847"
"00:04:37","33.425","33.425","33.425","33.425","30.857","30.857","30.857","30.857"
"00:04:38","33.467","33.467","33.467","33.467","30.873","30.873","30.873","30.873"
"00:04:39","33.520","33.520","33.520","33.520","30.879","30.879","30.879","30.879"
"00:04:40","33.640","33.640","33.640","33.640","30.898","30.898","30.898","30.898"
"00:04:41","33.731","33.731","33.731","33.731","30.914","30.914","30.914","30.914"
"00:04:42","33.741","33.741","33.741","33.741","30.923","30.923","30.923","30.923"
"00:04:43","33.784","33.784","33.784","33.784","30.936","30.936","30.936","30.936"
"00:04:44","33.775","33.775","33.775","33.775","30.946","30.946","30.946","30.946"
"00:04:45","33.801","33.801","33.801","33.801","30.960","30.960","30.960","30.960"
"00:04:46","33.856","33.856","33.856","33.856","30.977","30.977","30.977","30.977"
"00:04:47","33.889","33.889","33.889","33.889","30.995","30.995","30.995","30.995"
"00:04:48","33.880","33.880","33.880","33.880","31.003","31.003","31.003","31.003"
"00:04:49","33.906","33.906","33.906","33.906","31.011","31.011","31.011","31.011"
"00:04:50","33.931","33.931","33.931","33.931","31.029","31.029","31.029","31.029"
"00:04:51","33.951","33.951","33.951","33.951","31.040","31.040","31.040","31.040"
"00:04:52","33.982","33.982","33.982","33.982","31.050","31.050","31.050","31.050"
"00:04:53","34.049","34.049","34.049","34.049","31.061","31.061","31.061","31.061"
"00:04:54","34.105","34.105","34.105","34.105","31.068","31.068","31.068","31.068"
"00:04:55","34.167","34.167","34.167","34.167","31.083","31.083","31.083","31.083"
"00:04:56","34.200","34.200","34.200","34.200","31.100","31.100","31.100","31.100"
"00:04:57","34.219","34.219","34.219","34.219","31.107","31.107","31.107","31.107"
"00:04:58","34.260","34.260","34.260","34.260","31.124","31.124","31.124","31.124"
"00:04:59","34.313","34.313","34.313","34.313","31.132","31.132","31.132","31.132"
"00:05:00","34.375","34.375","34.375","34.375","31.148","31.148","31.148","31.148"
"00:05:01","34.447","34.447","34.447","34.447","31.153","31.153","31.153","31.153"
"00:05:02","34.521","34.521","34.521","34.521","31.168","31.168","31.168","31.168"
"00:05:03","34.605","34.605","34.605","34.605","31.179","31.179","31.179","31.179"
"00:05:04","34.669","34.669","34.669","34.669","31.192","31.192","31.192","31.192"
"00:05:05","34.712","34.712","34.712","34.712","31.207","31.207","31.207","31.207"
"00:05:06","34.722","34.722","34.722","34.722","31.218","31.218","31.218","31.218"
"00:05:07","34.729","34.729","34.729","34.729","31.234","31.234","31.234","31.234"
"00:05:08","34.744","34.744","34.744","34.744","31.241","31.241","31.241","31.241"
"00:05:09","34.771","34.771","34.771","34.771","31.248","31.248","31.248","31.248"
"00:05:10","34.776","34.776","34.776","34.776","31.260","31.260","31.260","31.260"
"00:05:11","34.808","34.808","34.808","34.808","31.282","31.282","31.282","31.282"
"00:05:12","34.836","34.836","34.836","34.836","31.289","31.289","31.289","31.289"
"00:05:13","34.857","34.857","34.857","34.857","31.300","31.300","31.300","31.300"
"00:05:14","34.875","34.875","34.875","34.875","31.309","31.309","31.309","31.309"
"00:05:15","34.895","34.895","34.895","34.895","31.324","31.324","31.324","31.324"
"00:05:16","34.956","34.956","34.956","34.956","31.347","31.347","31.347","31.347"
"00:05:17","35.022","35.022","35.022","35.022","31.355","31.355","31.355","31.355"
"00:05:18","35.075","35.075","35.075","35.075","31.362","31.362","31.362","31.362"
"00:05:19","35.132","35.132","35.132","35.132","31.371","31.371","31.371","31.371"
"00:05:20","35.184","35.184","35.184","35.184","31.381","31.381","31.381","31.381"
"00:05:21","35.227","35.227","35.227","35.227","31.393","31.393","31.393","31.393"
"00:05:22","35.254","35.254","35.254","35.254","31.400","31.400","31.400","31.400"
"00:05:23","35.270","35.270","35.270","35.270","31.414","31.414","31.414","31.414"
"00:05:24","35.293","35.293","35.293","35.293","31.422","31.422","31.422","31.422"
"00:05:25","35.334","35.334","35.334","35.334","31.430","31.430","31.430","31.430"
"00:05:26","35.340","35.340","35.340","35.340","31.448","31.448","31.448","31.448"
"00:05:27","35.308","35.308","35.308","35.308","31.450","31.450","31.450","31.450"
"00:05:28","35.306","35.306","35.306","35.306","31.465","31.465","31.465","31.465"
"00:05:29","35.332","35.332","35.332","35.332","31.483","31.483","31.483","31.483"
"00:05:30","35.365","35.365","35.365","35.365","31.491","31.491","31.491","31.491"
"00:05:31","35.414","35.414","35.414","35.414","31.504","31.504","31.504","31.504"
"00:05:32","35.464","35.464","35.464","35.464","31.510","31.510","31.510","31.510"
"00:05:33","35.492","35.492","35.492","35.492","31.519","31.519","31.519","31.519"
"00:05:34","35.521","35.521","35.521","35.521","31.529","31.529","31.529","31.529"
"00:05:35","35.511","35.511","35.511","35.511","31.546","31.546","31.546","31.546"
"00:05:36","35.478","35.478","35.478","35.478","31.555","31.555","31.555","31.555"
"00:05:37","35.451","35.451","35.451","35.451","31.563","31.563","31.563","31.563"
"00:05:38","35.493","35.493","35.493","35.493","31.570","31.570","31.570","31.570"
"00:05:39","35.529","35.529","35.529","35.529","31.578","31.578","31.578","31.578"
"00:05:40","35.549","35.549","35.549","35.549","31.586","31.586","31.586","31.586"
"00:05:41","35.572","35.572","35.572","35.572","31.600","31.600","31.600","31.600"
"00:05:42","35.607","35.607","35.607","35.607","31.601","31.601","31.601","31.601"
"00:05:43","35.648","35.648","35.648","35.648","31.615","31.615","31.615","31.615"
