"","Channel 3 Last (C)","Channel 3 Ave. (C)","Channel 3 Min. (C)","Channel 3 Max. (C)","Channel 7 Last (C)","Channel 7 Ave. (C)","Channel 7 Min. (C)","Channel 7 Max. (C)"
"00:00:44","23.131","23.131","23.131","23.131","22.442","22.442","22.442","22.442"
"00:00:45","23.214","23.214","23.214","23.214","22.488","22.488","22.488","22.488"
"00:00:46","23.270","23.270","23.270","23.270","22.518","22.518","22.518","22.518"
"00:00:47","23.300","23.300","23.300","23.300","22.539","22.539","22.539","22.539"
"00:00:48","23.389","23.389","23.389","23.389","22.582","22.582","22.582","22.582"
"00:00:49","23.436","23.436","23.436","23.436","22.608","22.608","22.608","22.608"
"00:00:50","23.467","23.467","23.467","23.467","22.621","22.621","22.621","22.621"
"00:00:51","23.552","23.552","23.552","23.552","22.666","22.666","22.666","22.666"
"00:00:52","23.608","23.608","23.608","23.608","22.695","22.695","22.695","22.695"
"00:00:53","23.633","23.633","23.633","23.633","22.721","22.721","22.721","22.721"
"00:00:54","23.733","23.733","23.733","23.733","22.770","22.770","22.770","22.770"
"00:00:55","23.782","23.782","23.782","23.782","22.794","22.794","22.794","22.794"
"00:00:56","23.810","23.810","23.810","23.810","22.806","22.806","22.806","22.806"
"00:00:57","23.898","23.898","23.898","23.898","22.858","22.858","22.858","22.858"
"00:00:58","23.950","23.950","23.950","23.950","22.884","22.884","22.884","22.884"
"00:00:59","23.988","23.988","23.988","23.988","22.910","22.910","22.910","22.910"
"00:01:00","24.078","24.078","24.078","24.078","22.956","22.956","22.956","22.956"
"00:01:01","24.128","24.128","24.128","24.128","22.980","22.980","22.980","22.980"
"00:01:02","24.161","24.161","24.161","24.161","22.995","22.995","22.995","22.995"
"00:01:03","24.245","24.245","24.245","24.245","23.046","23.046","23.046","23.046"
"00:01:04","24.306","24.306","24.306","24.306","23.083","23.083","23.083","23.083"
"00:01:05","24.339","24.339","24.339","24.339","23.095","23.095","23.095","23.095"
"00:01:06","24.426","24.426","24.426","24.426","23.145","23.145","23.145","23.145"
"00:01:07","24.482","24.482","24.482","24.482","23.178","23.178","23.178","23.178"
"00:01:08","24.520","24.520","24.520","24.520","23.196","23.196","23.196","23.196"
"00:01:09","24.604","24.604","24.604","24.604","23.247","23.247","23.247","23.247"
"00:01:10","24.658","24.658","24.658","24.658","23.273","23.273","23.273","23.273"
"00:01:11","24.683","24.683","24.683","24.683","23.299","23.299","23.299","23.299"
"00:01:12","24.781","24.781","24.781","24.781","23.345","23.345","23.345","23.345"
"00:01:13","24.830","24.830","24.830","24.830","23.370","23.370","23.370","23.370"
"00:01:14","24.856","24.856","24.856","24.856","23.385","23.385","23.385","23.385"
"00:01:15","24.945","24.945","24.945","24.945","23.437","23.437","23.437","23.437"
"00:01:16","25.003","25.003","25.003","25.003","23.471","23.471","23.471","23.471"
"00:01:17","25.037","25.037","25.037","25.037","23.492","23.492","23.492","23.492"
"00:01:18","25.116","25.116","25.116","25.116","23.529","23.529","23.529","23.529"
"00:01:19","25.172","25.172","25.172","25.172","23.563","23.563","23.563","23.563"
"00:01:20","25.208","25.208","25.208","25.208","23.585","23.585","23.585","23.585"
"00:01:21","25.290","25.290","25.290","25.290","23.626","23.626","23.626","23.626"
"00:01:22","25.339","25.339","25.339","25.339","23.656","23.656","23.656","23.656"
"00:01:23","25.370","25.370","25.370","25.370","23.667","23.667","23.667","23.667"
"00:01:24","25.469","25.469","25.469","25.469","23.727","23.727","23.727","23.727"
"00:01:25","25.512","25.512","25.512","25.512","23.753","23.753","23.753","23.753"
"00:01:26","25.544","25.544","25.544","25.544","23.771","23.771","23.771","23.771"
"00:01:27","25.636","25.636","25.636","25.636","23.816","23.816","23.816","23.816"
"00:01:28","25.686","25.686","25.686","25.686","23.845","23.845","23.845","23.845"
"00:01:29","25.714","25.714","25.714","25.714","23.860","23.860","23.860","23.860"
"00:01:30","25.801","25.801","25.801","25.801","23.908","23.908","23.908","23.908"
"00:01:31","25.857","25.857","25.857","25.857","23.939","23.939","23.939","23.939"
"00:01:32","25.888","25.888","25.888","25.888","23.956","23.956","23.956","23.956"
"00:01:33","25.980","25.980","25.980","25.980","24.003","24.003","24.003","24.003"
"00:01:34","26.019","26.019","26.019","26.019","24.028","24.028","24.028","24.028"
"00:01:35","26.054","26.054","26.054","26.054","24.046","24.046","24.046","24.046"
"00:01:36","26.136","26.136","26.136","26.136","24.089","24.089","24.089","24.089"
"00:01:37","26.185","26.185","26.185","26.185","24.111","24.111","24.111","24.111"
"00:01:38","26.225","26.225","26.225","26.225","24.139","24.139","24.139","24.139"
"00:01:39","26.305","26.305","26.305","26.305","24.177","24.177","24.177","24.177"
"00:01:40","26.349","26.349","26.349","26.349","24.202","24.202","24.202","24.202"
"00:01:41","26.380","26.380","26.380","26.380","24.217","24.217","24.217","24.217"
"00:01:42","26.468","26.468","26.468","26.468","24.263","24.263","24.263","24.263"
"00:01:43","26.512","26.512","26.512","26.512","24.287","24.287","24.287","24.287"
"00:01:44","26.547","26.547","26.547","26.547","24.310","24.310","24.310","24.310"
"00:01:45","26.630","26.630","26.630","26.630","24.349","24.349","24.349","24.349"
"00:01:46","26.680","26.680","26.680","26.680","24.378","24.378","24.378","24.378"
"00:01:47","26.717","26.717","26.717","26.717","24.395","24.395","24.395","24.395"
"00:01:48","26.796","26.796","26.796","26.796","24.439","24.439","24.439","24.439"
"00:01:49","26.846","26.846","26.846","26.846","24.467","24.467","24.467","24.467"
"00:01:50","26.880","26.880","26.880","26.880","24.481","24.481","24.481","24.481"
"00:01:51","26.956","26.956","26.956","26.956","24.528","24.528","24.528","24.528"
"00:01:52","27.007","27.007","27.007","27.007","24.550","24.550","24.550","24.550"
"00:01:53","27.050","27.050","27.050","27.050","24.570","24.570","24.570","24.570"
"00:01:54","27.126","27.126","27.126","27.126","24.615","24.615","24.615","24.615"
"00:01:55","27.170","27.170","27.170","27.170","24.636","24.636","24.636","24.636"
"00:01:56","27.195","27.195","27.195","27.195","24.648","24.648","24.648","24.648"
"00:01:57","27.281","27.281","27.281","27.281","24.693","24.693","24.693","24.693"
"00:01:58","27.334","27.334","27.334","27.334","24.715","24.715","24.715","24.715"
"00:01:59","27.357","27.357","27.357","27.357","24.727","24.727","24.727","24.727"
"00:02:00","27.446","27.446","27.446","27.446","24.776","24.776","24.776","24.776"
"00:02:01","27.493","27.493","27.493","27.493","24.801","24.801","24.801","24.801"
"00:02:02","27.528","27.528","27.528","27.528","24.816","24.816","24.816","24.816"
"00:02:03","27.610","27.610","27.610","27.610","24.857","24.857","24.857","24.857"
"00:02:04","27.656","27.656","27.656","27.656","24.875","24.875","24.875","24.875"
"00:02:05","27.679","27.679","27.679","27.679","24.890","24.890","24.890","24.890"
"00:02:06","27.769","27.769","27.769","27.769","24.931","24.931","24.931","24.931"
"00:02:07","27.817","27.817","27.817","27.817","24.956","24.956","24.956","24.956"
"00:02:08","27.853","27.853","27.853","27.853","24.976","24.976","24.976","24.976"
"00:02:09","27.930","27.930","27.930","27.930","25.019","25.019","25.019","25.019"
"00:02:10","27.975","27.975","27.975","27.975","25.031","25.031","25.031","25.031"
"00:02:11","28.001","28.001","28.001","28.001","25.047","25.047","25.047","25.047"
"00:02:12","28.083","28.083","28.083","28.083","25.087","25.087","25.087","25.087"
"00:02:13","28.132","28.132","28.132","28.132","25.116","25.116","25.116","25.116"
"00:02:14","28.164","28.164","28.164","28.164","25.133","25.133","25.133","25.133"
"00:02:15","28.246","28.246","28.246","28.246","25.172","25.172","25.172","25.172"
"00:02:16","28.294","28.294","28.294","28.294","25.193","25.193","25.193","25.193"
"00:02:17","28.320","28.320","28.320","28.320","25.211","25.211","25.211","25.211"
"00:02:18","28.393","28.393","28.393","28.393","25.243","25.243","25.243","25.243"
"00:02:19","28.442","28.442","28.442","28.442","25.270","25.270","25.270","25.270"
"00:02:20","28.479","28.479","28.479","28.479","25.293","25.293","25.293","25.293"
"00:02:21","28.557","28.557","28.557","28.557","25.329","25.329","25.329","25.329"
"00:02:22","28.605","28.605","28.605","28.605","25.355","25.355","25.355","25.355"
"00:02:23","28.627","28.627","28.627","28.627","25.371","25.371","25.371","25.371"
"00:02:24","28.711","28.711","28.711","28.711","25.406","25.406","25.406","25.406"
"00:02:25","28.758","28.758","28.758","28.758","25.434","25.434","25.434","25.434"
"00:02:26","28.790","28.790","28.790","28.790","25.453","25.453","25.453","25.453"
"00:02:27","28.862","28.862","28.862","28.862","25.485","25.485","25.485","25.485"
"00:02:28","28.906","28.906","28.906","28.906","25.505","25.505","25.505","25.505"
"00:02:29","28.935","28.935","28.935","28.935","25.520","25.520","25.520","25.520"
"00:02:30","29.013","29.013","29.013","29.013","25.561","25.561","25.561","25.561"
"00:02:31","29.048","29.048","29.048","29.048","25.582","25.582","25.582","25.582"
"00:02:32","29.087","29.087","29.087","29.087","25.599","25.599","25.599","25.599"
"00:02:33","29.164","29.164","29.164","29.164","25.640","25.640","25.640","25.640"
"00:02:34","29.210","29.210","29.210","29.210","25.657","25.657","25.657","25.657"
"00:02:35","29.239","29.239","29.239","29.239","25.677","25.677","25.677","25.677"
"00:02:36","29.311","29.311","29.311","29.311","25.703","25.703","25.703","25.703"
"00:02:37","29.357","29.357","29.357","29.357","25.728","25.728","25.728","25.728"
"00:02:38","29.398","29.398","29.398","29.398","25.744","25.744","25.744","25.744"
"00:02:39","29.469","29.469","29.469","29.469","25.785","25.785","25.785","25.785"
"00:02:40","29.514","29.514","29.514","29.514","25.806","25.806","25.806","25.806"
"00:02:41","29.550","29.550","29.550","29.550","25.819","25.819","25.819","25.819"
"00:02:42","29.619","29.619","29.619","29.619","25.851","25.851","25.851","25.851"
"00:02:43","29.661","29.661","29.661","29.661","25.874","25.874","25.874","25.874"
"00:02:44","29.687","29.687","29.687","29.687","25.890","25.890","25.890","25.890"
"00:02:45","29.761","29.761","29.761","29.761","25.921","25.921","25.921","25.921"
"00:02:46","29.806","29.806","29.806","29.806","25.945","25.945","25.945","25.945"
"00:02:47","29.831","29.831","29.831","29.831","25.957","25.957","25.957","25.957"
"00:02:48","29.901","29.901","29.901","29.901","25.987","25.987","25.987","25.987"
"00:02:49","29.949","29.949","29.949","29.949","26.013","26.013","26.013","26.013"
"00:02:50","29.976","29.976","29.976","29.976","26.025","26.025","26.025","26.025"
"00:02:51","30.040","30.040","30.040","30.040","26.053","26.053","26.053","26.053"
"00:02:52","30.087","30.087","30.087","30.087","26.073","26.073","26.073","26.073"
"00:02:53","30.116","30.116","30.116","30.116","26.092","26.092","26.092","26.092"
"00:02:54","30.188","30.188","30.188","30.188","26.127","26.127","26.127","26.127"
"00:02:55","30.225","30.225","30.225","30.225","26.139","26.139","26.139","26.139"
"00:02:56","30.255","30.255","30.255","30.255","26.144","26.144","26.144","26.144"
"00:02:57","30.333","30.333","30.333","30.333","26.188","26.188","26.188","26.188"
"00:02:58","30.372","30.372","30.372","30.372","26.210","26.210","26.210","26.210"
"00:02:59","30.399","30.399","30.399","30.399","26.219","26.219","26.219","26.219"
"00:03:00","30.471","30.471","30.471","30.471","26.257","26.257","26.257","26.257"
"00:03:01","30.512","30.512","30.512","30.512","26.274","26.274","26.274","26.274"
"00:03:02","30.546","30.546","30.546","30.546","26.298","26.298","26.298","26.298"
"00:03:03","30.613","30.613","30.613","30.613","26.328","26.328","26.328","26.328"
"00:03:04","30.657","30.657","30.657","30.657","26.352","26.352","26.352","26.352"
"00:03:05","30.681","30.681","30.681","30.681","26.361","26.361","26.361","26.361"
"00:03:06","30.752","30.752","30.752","30.752","26.396","26.396","26.396","26.396"
"00:03:07","30.801","30.801","30.801","30.801","26.422","26.422","26.422","26.422"
"00:03:08","30.825","30.825","30.825","30.825","26.436","26.436","26.436","26.436"
"00:03:09","30.898","30.898","30.898","30.898","26.462","26.462","26.462","26.462"
"00:03:10","30.932","30.932","30.932","30.932","26.484","26.484","26.484","26.484"
"00:03:11","30.957","30.957","30.957","30.957","26.489","26.489","26.489","26.489"
"00:03:12","31.022","31.022","31.022","31.022","26.513","26.513","26.513","26.513"
"00:03:13","31.068","31.068","31.068","31.068","26.537","26.537","26.537","26.537"
"00:03:14","31.097","31.097","31.097","31.097","26.549","26.549","26.549","26.549"
"00:03:15","31.157","31.157","31.157","31.157","26.575","26.575","26.575","26.575"
"00:03:16","31.204","31.204","31.204","31.204","26.596","26.596","26.596","26.596"
"00:03:17","31.236","31.236","31.236","31.236","26.609","26.609","26.609","26.609"
"00:03:18","31.296","31.296","31.296","31.296","26.640","26.640","26.640","26.640"
"00:03:19","31.340","31.340","31.340","31.340","26.662","26.662","26.662","26.662"
"00:03:20","31.368","31.368","31.368","31.368","26.672","26.672","26.672","26.672"
"00:03:21","31.433","31.433","31.433","31.433","26.704","26.704","26.704","26.704"
"00:03:22","31.473","31.473","31.473","31.473","26.724","26.724","26.724","26.724"
"00:03:23","31.497","31.497","31.497","31.497","26.736","26.736","26.736","26.736"
"00:03:24","31.567","31.567","31.567","31.567","26.765","26.765","26.765","26.765"
"00:03:25","31.612","31.612","31.612","31.612","26.782","26.782","26.782","26.782"
"00:03:26","31.644","31.644","31.644","31.644","26.793","26.793","26.793","26.793"
"00:03:27","31.698","31.698","31.698","31.698","26.819","26.819","26.819","26.819"
"00:03:28","31.741","31.741","31.741","31.741","26.842","26.842","26.842","26.842"
"00:03:29","31.769","31.769","31.769","31.769","26.856","26.856","26.856","26.856"
"00:03:30","31.844","31.844","31.844","31.844","26.894","26.894","26.894","26.894"
"00:03:31","31.884","31.884","31.884","31.884","26.915","26.915","26.915","26.915"
"00:03:32","31.909","31.909","31.909","31.909","26.924","26.924","26.924","26.924"
"00:03:33","31.972","31.972","31.972","31.972","26.954","26.954","26.954","26.954"
"00:03:34","32.006","32.006","32.006","32.006","26.968","26.968","26.968","26.968"
"00:03:35","32.026","32.026","32.026","32.026","26.973","26.973","26.973","26.973"
"00:03:36","32.090","32.090","32.090","32.090","26.999","26.999","26.999","26.999"
"00:03:37","32.129","32.129","32.129","32.129","27.014","27.014","27.014","27.014"
"00:03:38","32.159","32.159","32.159","32.159","27.025","27.025","27.025","27.025"
"00:03:39","32.221","32.221","32.221","32.221","27.064","27.064","27.064","27.064"
"00:03:40","32.265","32.265","32.265","32.265","27.085","27.085","27.085","27.085"
"00:03:41","32.288","32.288","32.288","32.288","27.093","27.093","27.093","27.093"
"00:03:42","32.351","32.351","32.351","32.351","27.126","27.126","27.126","27.126"
"00:03:43","32.389","32.389","32.389","32.389","27.144","27.144","27.144","27.144"
"00:03:44","32.413","32.413","32.413","32.413","27.149","27.149","27.149","27.149"
"00:03:45","32.475","32.475","32.475","32.475","27.182","27.182","27.182","27.182"
"00:03:46","32.512","32.512","32.512","32.512","27.194","27.194","27.194","27.194"
"00:03:47","32.541","32.541","32.541","32.541","27.206","27.206","27.206","27.206"
"00:03:48","32.598","32.598","32.598","32.598","27.230","27.230","27.230","27.230"
"00:03:49","32.630","32.630","32.630","32.630","27.242","27.242","27.242","27.242"
"00:03:50","32.655","32.655","32.655","32.655","27.251","27.251","27.251","27.251"
"00:03:51","32.728","32.728","32.728","32.728","27.286","27.286","27.286","27.286"
"00:03:52","32.763","32.763","32.763","32.763","27.306","27.306","27.306","27.306"
"00:03:53","32.791","32.791","32.791","32.791","27.322","27.322","27.322","27.322"
"00:03:54","32.847","32.847","32.847","32.847","27.337","27.337","27.337","27.337"
"00:03:55","32.881","32.881","32.881","32.881","27.355","27.355","27.355","27.355"
"00:03:56","32.909","32.909","32.909","32.909","27.360","27.360","27.360","27.360"
"00:03:57","32.977","32.977","32.977","32.977","27.388","27.388","27.388","27.388"
"00:03:58","33.011","33.011","33.011","33.011","27.403","27.403","27.403","27.403"
"00:03:59","33.038","33.038","33.038","33.038","27.420","27.420","27.420","27.420"
"00:04:00","33.100","33.100","33.100","33.100","27.443","27.443","27.443","27.443"
"00:04:01","33.141","33.141","33.141","33.141","27.462","27.462","27.462","27.462"
"00:04:02","33.163","33.163","33.163","33.163","27.473","27.473","27.473","27.473"
"00:04:03","33.230","33.230","33.230","33.230","27.503","27.503","27.503","27.503"
"00:04:04","33.266","33.266","33.266","33.266","27.516","27.516","27.516","27.516"
"00:04:05","33.284","33.284","33.284","33.284","27.537","27.537","27.537","27.537"
"00:04:06","33.352","33.352","33.352","33.352","27.559","27.559","27.559","27.559"
"00:04:07","33.389","33.389","33.389","33.389","27.568","27.568","27.568","27.568"
"00:04:08","33.406","33.406","33.406","33.406","27.578","27.578","27.578","27.578"
"00:04:09","33.471","33.471","33.471","33.471","27.602","27.602","27.602","27.602"
"00:04:10","33.510","33.510","33.510","33.510","27.617","27.617","27.617","27.617"
"00:04:11","33.527","33.527","33.527","33.527","27.627","27.627","27.627","27.627"
"00:04:12","33.591","33.591","33.591","33.591","27.656","27.656","27.656","27.656"
"00:04:13","33.630","33.630","33.630","33.630","27.668","27.668","27.668","27.668"
"00:04:14","33.645","33.645","33.645","33.645","27.673","27.673","27.673","27.673"
"00:04:15","33.708","33.708","33.708","33.708","27.705","27.705","27.705","27.705"
"00:04:16","33.743","33.743","33.743","33.743","27.717","27.717","27.717","27.717"
"00:04:17","33.767","33.767","33.767","33.767","27.733","27.733","27.733","27.733"
"00:04:18","33.832","33.832","33.832","33.832","27.766","27.766","27.766","27.766"
"00:04:19","33.864","33.864","33.864","33.864","27.773","27.773","27.773","27.773"
"00:04:20","33.884","33.884","33.884","33.884","27.786","27.786","27.786","27.786"
"00:04:21","33.947","33.947","33.947","33.947","27.808","27.808","27.808","27.808"
"00:04:22","33.986","33.986","33.986","33.986","27.826","27.826","27.826","27.826"
"00:04:23","34.010","34.010","34.010","34.010","27.835","27.835","27.835","27.835"
"00:04:24","34.062","34.062","34.062","34.062","27.866","27.866","27.866","27.866"
"00:04:25","34.098","34.098","34.098","34.098","27.879","27.879","27.879","27.879"
"00:04:26","34.124","34.124","34.124","34.124","27.891","27.891","27.891","27.891"
"00:04:27","34.173","34.173","34.173","34.173","27.908","27.908","27.908","27.908"
"00:04:28","34.212","34.212","34.212","34.212","27.925","27.925","27.925","27.925"
"00:04:29","34.223","34.223","34.223","34.223","27.929","27.929","27.929","27.929"
"00:04:30","34.288","34.288","34.288","34.288","27.964","27.964","27.964","27.964"
"00:04:31","34.328","34.328","34.328","34.328","27.976","27.976","27.976","27.976"
"00:04:32","34.345","34.345","34.345","34.345","27.990","27.990","27.990","27.990"
"00:04:33","34.410","34.410","34.410","34.410","28.022","28.022","28.022","28.022"
"00:04:34","34.449","34.449","34.449","34.449","28.035","28.035","28.035","28.035"
"00:04:35","34.474","34.474","34.474","34.474","28.038","28.038","28.038","28.038"
"00:04:36","34.526","34.526","34.526","34.526","28.072","28.072","28.072","28.072"
"00:04:37","34.561","34.561","34.561","34.561","28.079","28.079","28.079","28.079"
"00:04:38","34.580","34.580","34.580","34.580","28.084","28.084","28.084","28.084"
"00:04:39","34.638","34.638","34.638","34.638","28.105","28.105","28.105","28.105"
"00:04:40","34.670","34.670","34.670","34.670","28.122","28.122","28.122","28.122"
"00:04:41","34.698","34.698","34.698","34.698","28.137","28.137","28.137","28.137"
"00:04:42","34.749","34.749","34.749","34.749","28.155","28.155","28.155","28.155"
"00:04:43","34.793","34.793","34.793","34.793","28.173","28.173","28.173","28.173"
"00:04:44","34.831","34.831","34.831","34.831","28.182","28.182","28.182","28.182"
"00:04:45","34.897","34.897","34.897","34.897","28.188","28.188","28.188","28.188"
"00:04:46","34.942","34.942","34.942","34.942","28.199","28.199","28.199","28.199"
"00:04:47","34.974","34.974","34.974","34.974","28.217","28.217","28.217","28.217"
"00:04:48","35.040","35.040","35.040","35.040","28.247","28.247","28.247","28.247"
"00:04:49","35.080","35.080","35.080","35.080","28.268","28.268","28.268","28.268"
"00:04:50","35.099","35.099","35.099","35.099","28.277","28.277","28.277","28.277"
"00:04:51","35.149","35.149","35.149","35.149","28.296","28.296","28.296","28.296"
"00:04:52","35.174","35.174","35.174","35.174","28.306","28.306","28.306","28.306"
"00:04:53","35.188","35.188","35.188","35.188","28.315","28.315","28.315","28.315"
"00:04:54","35.254","35.254","35.254","35.254","28.343","28.343","28.343","28.343"
"00:04:55","35.289","35.289","35.289","35.289","28.361","28.361","28.361","28.361"
"00:04:56","35.306","35.306","35.306","35.306","28.368","28.368","28.368","28.368"
"00:04:57","35.364","35.364","35.364","35.364","28.393","28.393","28.393","28.393"
"00:04:58","35.397","35.397","35.397","35.397","28.406","28.406","28.406","28.406"
"00:04:59","35.420","35.420","35.420","35.420","28.417","28.417","28.417","28.417"
"00:05:00","35.469","35.469","35.469","35.469","28.440","28.440","28.440","28.440"
"00:05:01","35.504","35.504","35.504","35.504","28.457","28.457","28.457","28.457"
"00:05:02","35.531","35.531","35.531","35.531","28.459","28.459","28.459","28.459"
"00:05:03","35.575","35.575","35.575","35.575","28.484","28.484","28.484","28.484"
"00:05:04","35.606","35.606","35.606","35.606","28.503","28.503","28.503","28.503"
"00:05:05","35.630","35.630","35.630","35.630","28.515","28.515","28.515","28.515"
"00:05:06","35.692","35.692","35.692","35.692","28.543","28.543","28.543","28.543"
"00:05:07","35.717","35.717","35.717","35.717","28.549","28.549","28.549","28.549"
"00:05:08","35.738","35.738","35.738","35.738","28.553","28.553","28.553","28.553"
"00:05:09","35.790","35.790","35.790","35.790","28.582","28.582","28.582","28.582"
"00:05:10","35.825","35.825","35.825","35.825","28.593","28.593","28.593","28.593"
"00:05:11","35.841","35.841","35.841","35.841","28.599","28.599","28.599","28.599"
"00:05:12","35.890","35.890","35.890","35.890","28.623","28.623","28.623","28.623"
"00:05:13","35.926","35.926","35.926","35.926","28.638","28.638","28.638","28.638"
"00:05:14","35.948","35.948","35.948","35.948","28.644","28.644","28.644","28.644"
"00:05:15","35.992","35.992","35.992","35.992","28.662","28.662","28.662","28.662"
"00:05:16","36.035","36.035","36.035","36.035","28.688","28.688","28.688","28.688"
"00:05:17","36.062","36.062","36.062","36.062","28.697","28.697","28.697","28.697"
"00:05:18","36.117","36.117","36.117","36.117","28.726","28.726","28.726","28.726"
"00:05:19","36.146","36.146","36.146","36.146","28.739","28.739","28.739","28.739"
"00:05:20","36.162","36.162","36.162","36.162","28.742","28.742","28.742","28.742"
"00:05:21","36.218","36.218","36.218","36.218","28.768","28.768","28.768","28.768"
"00:05:22","36.251","36.251","36.251","36.251","28.779","28.779","28.779","28.779"
"00:05:23","36.272","36.272","36.272","36.272","28.806","28.806","28.806","28.806"
"00:05:24","36.330","36.330","36.330","36.330","28.817","28.817","28.817","28.817"
"00:05:25","36.358","36.358","36.358","36.358","28.827","28.827","28.827","28.827"
"00:05:26","36.383","36.383","36.383","36.383","28.841","28.841","28.841","28.841"
"00:05:27","36.438","36.438","36.438","36.438","28.865","28.865","28.865","28.865"
"00:05:28","36.464","36.464","36.464","36.464","28.876","28.876","28.876","28.876"
"00:05:29","36.479","36.479","36.479","36.479","28.883","28.883","28.883","28.883"
"00:05:30","36.533","36.533","36.533","36.533","28.913","28.913","28.913","28.913"
"00:05:31","36.561","36.561","36.561","36.561","28.918","28.918","28.918","28.918"
"00:05:32","36.582","36.582","36.582","36.582","28.932","28.932","28.932","28.932"
"00:05:33","36.630","36.630","36.630","36.630","28.951","28.951","28.951","28.951"
"00:05:34","36.662","36.662","36.662","36.662","28.966","28.966","28.966","28.966"
"00:05:35","36.689","36.689","36.689","36.689","28.977","28.977","28.977","28.977"
"00:05:36","36.731","36.731","36.731","36.731","28.995","28.995","28.995","28.995"
"00:05:37","36.763","36.763","36.763","36.763","29.011","29.011","29.011","29.011"
"00:05:38","36.785","36.785","36.785","36.785","29.026","29.026","29.026","29.026"
"00:05:39","36.828","36.828","36.828","36.828","29.037","29.037","29.037","29.037"
"00:05:40","36.860","36.860","36.860","36.860","29.051","29.051","29.051","29.051"
"00:05:41","36.881","36.881","36.881","36.881","29.065","29.065","29.065","29.065"
"00:05:42","36.939","36.939","36.939","36.939","29.089","29.089","29.089","29.089"
"00:05:43","36.963","36.963","36.963","36.963","29.095","29.095","29.095","29.095"
